analysis_id,CE 18:1,Cer d18:1/16:0,Cer d18:1/24:0,LPC 18:1 (a),LPC 18:1 (b),PC 28:0|SM 32:1 M+3,PC 32:1,PC 40:6,PC 40:8,PE 34:1,PE P-16:0/18:1 [-FA-HG],PE P-16:0/18:1 [-FA],PI 34:1,SM 32:1,SM 34:1,TG 48:1 [-18:1],TG 48:1 [SIM],TG 48:2 [-16:0],TG 48:2 [-18:1],TG 48:2 [SIM]
Longit_batch1_TQC01,3.069635804274771,0.02715555588430898,0.6986271593216054,0.23597203815777434,0.7740760444235081,0.04797234390550665,0.6283936676854592,0.6734055106038884,0.05364622181076973,5.388016697589098,0.778323943078973,1.0208525998158802,2.0093083270021563,6.929219220146725,75.77760185445578,1.390055591074241,3.7280688446949677,0.7821144545703638,1.5067639891023228,3.748572918072685
Longit_batch1_TQC02,2.984026011358782,0.03303032031730414,0.7114817264811127,0.2526716651634776,0.7785140649718937,0.04296044229177879,0.58060842883001,0.5979705993538722,0.04899582205972155,4.073971636362651,0.688493401373786,0.7656235533537804,2.5698489101279,6.600112815579422,60.94955760932999,1.3883618941444655,3.0992138841058896,0.7077153202116914,1.432996142609347,2.9732768168461834
Longit_batch1_PQC 01,4.5788560753039835,0.037443862077103984,0.9707632727933005,0.2648952071530637,1.0598439172141136,0.029495218450934297,0.5302968413957391,0.9372449045703926,0.0713131547787415,4.25528146829928,0.7119572696509573,1.0018797063969918,2.612952580427242,7.903288597479766,88.2109777391446,1.9749609229815914,5.664475223046445,1.538444631593754,1.3421336961523838,5.143470265430199
Longit_batch1_PQC 02,4.635756092050509,0.030494022245162025,0.7998954605992692,0.31939707990658495,1.0273967256693124,0.03196792582036744,0.7719544730317341,1.1253040535095935,0.06632449328057109,5.230195365695523,0.8279823147567107,1.3479977815330857,3.5575653292927956,6.884555259861514,76.73695730430688,1.6184172172625115,5.7809875797741865,1.370802854899196,1.1234526206959146,5.33916035272964
Longit_batch1_1,2.9671459365202195,0.01872128315287096,0.4172478410659724,0.19053241489828202,0.6981690197733063,0.008814227711602684,0.47341857974360185,0.8646461669259581,0.031851388758178605,3.0422090700666184,0.4237946209710081,0.49435836970520514,1.5324007386569825,4.004907912148801,66.30247491309584,0.19405567124633588,0.6245645776975755,0.16255358700618952,0.1627028296178833,0.5347079687388486
Longit_batch1_2,3.1910421151630093,0.028657484234663716,0.6287938811043066,0.21452511885433267,0.6832610581092802,0.012993917115084233,0.47782285645119743,0.6161032983634148,0.04067776527650594,3.490247739536786,0.6208728715375162,0.6684953511611063,1.5581575472013456,3.192137031807591,51.26952533140033,1.6254893015246097,4.601013661097991,1.2993089794108896,0.7508191645059628,3.6735180387128197
Longit_batch1_3,4.9060916414877145,0.02445698047466694,0.5795783076056678,0.1952815399619126,0.6659497609073368,0.03500244890045455,0.5406917305780249,0.7422143413687653,0.054984507177774256,6.398138776558108,0.7927709533200101,0.8887677453604567,4.58584556103866,6.687874593972914,66.25337062653256,4.428701546388194,15.293802854040702,3.7385152463887303,3.207033488583333,13.644350504666841
Longit_batch1_4,3.283206434092826,0.017547800595467473,0.57273063709621,0.22402125185319097,0.8505709772027296,0.016837950017466224,0.5108297121113997,1.004635133003149,0.06549934644391617,1.8566941978846725,0.6098767484020717,0.5954037308851462,2.7052479501926756,8.481727498657197,84.13822854110578,0.3669927549537005,1.0118796403522519,0.2876475522492453,0.22302797368498856,0.8053959307217385
Longit_batch1_5,4.511199939771498,0.02119218312627592,0.7581765891404907,0.45700061998166674,2.3563384567401138,0.060856028307093205,0.5066569904486415,1.4001220484209755,0.07896583981423111,6.048783409907192,0.6925139294425933,1.0855283485737768,3.6379003955862688,5.207852272837593,66.59834426701539,5.339720624680454,14.101466412697624,5.113228553966641,3.4961808838046045,13.200092332740768
Longit_batch1_TQC03,3.2408231750839787,0.03233137295884449,0.5941929674150632,0.26808630801504996,0.8260426843700246,0.038306804802461146,0.6573747239723287,0.5566208165033881,0.042757622618276744,4.21630526157568,0.6132592809056016,0.6842852940482875,2.6147001426566985,5.899153623885008,70.1983467089762,1.2207364795780853,3.2551557922120415,0.6842377582950911,1.7455304554689233,3.409785084297343
Longit_batch1_6,3.832534556619161,0.031130163108826003,0.6742706608819046,0.25231994684746667,1.0458841171568414,0.02650178857532301,0.7706202427365597,1.1803144781361397,0.08724284815238606,2.8017102977785133,0.6972474783649978,0.7845178191534801,2.1695885535986053,8.416921302270666,89.61617239274007,0.4226217329442402,1.0862969147393513,0.3098304062724161,0.5758123122521648,1.522014249854906
Longit_batch1_7,3.5002180833808048,0.03138859339785231,0.7932208617261037,0.17735017808525733,0.5914706309520129,0.016142725682574507,0.516694135551051,0.5564959462585772,0.035075568996269166,3.912082092764502,0.6834140201641429,0.5637942612251071,1.9501710848945628,4.69018081623763,57.00933731658085,1.2774791101360572,4.114234848027722,0.9945312540329692,0.9456527357145184,4.008464664074891
Longit_batch1_8,4.648513677356746,0.02719094192047488,0.7261120119371288,0.3386298260355581,1.106994172658943,0.017460175090925574,0.6272608108064751,1.0316069386609001,0.065367215505765075,4.8743852799237875,1.0928849223864572,0.8856209767182938,3.0268569746264538,3.275421441638484,62.308671140999905,1.5608259356312222,3.805485436573261,1.0230002819203323,0.8099580237514631,3.165667059242837
Longit_batch1_9,4.394475956730824,0.03251712817881068,0.7303993196397416,0.21068777028599753,0.7340132494280728,0.035396755894462964,0.49859442289241984,0.7701086278811138,0.04239987541870493,5.556625914486405,0.5568933769590019,0.5222500538969114,2.9048439089852836,6.855616076300111,70.71475086108984,5.375171062164455,18.19526427019146,4.383021344842747,3.911297430403758,15.040956662153125
Longit_batch1_10,3.17192474605007,0.021331298987643185,0.5783834516476878,0.31835620334869935,1.1660629658914035,0.017371143147534913,0.44293733093062115,0.50065865953461,0.045150502262454616,2.4585634042314393,0.5900146759127068,0.5836394501861532,2.776900847440453,4.6678146350269,61.94667284079003,0.6055643048916044,1.500560990649266,0.44775366532692074,0.44833768195797613,1.44730142036127
Longit_batch1_PQC 03,5.278116555167631,0.024829954276072073,0.7444733671153393,0.27528087244812005,1.0582362256280966,0.0395425342491288,0.6418950808413598,1.0324716662782236,0.06756968704516987,4.306810829613468,0.6316546445709189,0.6382220385597941,2.8400826473443646,5.7594918503531485,68.32472326419729,2.0462577573137914,5.330018788249824,1.779797847626698,1.3231886956025904,5.116339748708289
Longit_batch1_11,2.913383808853852,0.023505013734911793,0.4574434601524653,0.2117493148785773,0.8321797211655515,0.01325767753165902,0.44928943910916797,0.7378905289962063,0.04631522829788768,3.6545255465950595,0.6694185059584465,0.9536616798951405,2.7622104726905823,4.565876346935736,55.24404311048409,0.25811601193013567,1.2127764160000087,0.25143715720123216,0.14321013905192595,0.7035807091990048
Longit_batch1_12,3.3919733285869,0.027599834131963933,0.771950678324404,0.2269238860248725,0.9163293842305986,0.08643562047417958,0.4283976927051352,0.5933061699041349,0.04374319278391908,4.89915399293786,0.760785273629824,0.9547593653107361,2.3798305641353354,5.075326898451449,67.09647694424459,2.887679863000096,7.029033982010767,2.2745398751068335,2.7431248796910874,6.977070006997042
Longit_batch1_13,3.388339385137378,0.02028040400157733,0.4578716293433897,0.24234998408836406,0.8273658833601951,0.013673898161409424,0.5162460706237401,0.8172804013639993,0.05218267064618334,2.9521047162220357,0.7602620833629885,0.7912350709646033,2.0103386534239513,4.665015867734928,63.313878807812436,0.12180504887253886,0.40685318805309906,0.10481211302767876,0.07078293620509522,0.3177710418668957
Longit_batch1_14,4.81883368125057,0.02093936975685639,0.6543582141906324,0.29422181990973517,1.0198035703340924,0.03355205260019878,0.6390838614086425,1.241825474788868,0.07001287561675042,7.22244233428564,0.8832613227301889,0.8854584468643065,2.778229289551362,8.195215471843493,72.61752623960444,2.1488251437518806,6.448221963486598,1.8201878878896223,1.5878880310668844,6.425230226943637
Longit_batch1_15,4.00937933355427,0.021074246611052234,0.4304735722524716,0.32853887249604485,1.0665720925663063,0.015378612718400774,0.5341084590438164,0.6002266217034821,0.04792220107292842,3.626133619527859,0.4632853153120463,0.7751432816415119,1.3979309823962625,5.832703973982027,87.2389590138669,0.47357717803884414,1.5083688899046257,0.525006083676737,0.5187264182893743,2.1346130692491547
Longit_batch1_TQC04,2.7094444143611534,0.020907914414370787,0.5620397523272678,0.2369882495150449,0.7834824841249698,0.04009077682836552,0.5393366788903392,0.6221014496999406,0.05007381236792207,5.899776774095763,0.6526022120859148,0.7559048605101051,2.404656667531007,5.661943437980158,71.66565816287205,1.5586907891072594,2.8380124608678825,0.7564392085491799,1.2567250233885197,3.4761363026832455
Longit_batch1_16,2.915482550563508,0.01641159564177243,0.345576090420899,0.25126352474751124,0.8506814316466469,0.016543918982821405,0.4330582394316822,0.6839560927478099,0.03980859398223217,4.66473966859037,0.8049790981997256,0.720189874435731,1.8502809016288402,4.8537175995600235,73.62150027766259,0.37649279786820183,1.1260010326805985,0.30725817641868747,0.33880435727276936,1.225376638817719
Longit_batch1_17,3.9784167825550063,0.022272311642328287,0.48807479794950226,0.27194362778671477,1.0383311843002472,0.041077610505090734,0.4021214556700559,0.8153946205747522,0.05236531889802292,3.961494179624939,0.7155755202403329,1.0104569200866382,2.022483976979583,5.826496756088282,70.07859986935675,1.2489030323487846,3.6353030197939757,1.002735185439105,0.9364323841054102,3.502357783638559
Longit_batch1_18,4.063860799903725,0.030914289165625414,0.604824185205936,0.24434654184725546,0.8745699420602745,0.023894198090139436,0.4410887894238743,0.9195429072537,0.055073940975469644,4.355210441767545,0.5584493440768924,0.6873711217271727,4.473182940199585,5.823722697651927,75.68268969278853,1.2384625335841077,3.818632217566758,0.8246279659540321,0.8222139062538222,3.5401176365327873
Longit_batch1_19,4.4016242949606825,0.02634180567904231,0.5885559651912918,0.2986411907816381,0.957482939512982,0.014602753500056232,0.7732106648019001,1.6341379222031565,0.06949100391177843,4.494693796590381,0.4384478931561637,0.5634258115925878,2.6639009988922013,8.091527938094679,84.77693921589909,1.1857696638123034,3.6458274324664095,0.9846975169834601,0.5918682064157345,2.4794808892837836
Longit_batch1_20,2.3957790423915983,0.02542012802735472,0.5768172567833464,0.1778114372746624,0.6226607891500625,0.03861116443287756,0.4336930924850884,0.621837317647978,0.029157592424582258,2.1765931417262543,0.4081631813525217,0.5386837287696246,1.5914575473811454,4.026027312477599,60.006256304081965,2.774871902445227,5.549312436831693,1.9028156525903708,1.7907966204097978,5.094797491150004
Longit_batch1_PQC 04,4.7459012527340185,0.03281756338904464,0.9401948480953741,0.3593053194799407,1.4628769761203086,0.034230679517931926,0.7248242590169323,1.0856750554944152,0.08014662591875243,5.40447458053705,0.7592019276302768,0.6558854415565116,2.8217230268883617,7.615260800412226,86.64838733202545,1.9968706579994389,4.913752300261737,1.5438714289248225,1.1360464874096599,3.7536397387751164
Longit_batch1_21,4.10807396539151,0.029057406056443434,0.7716408840388483,0.41018628850127503,1.4842453588981088,0.031005155296451165,0.5726247749531025,0.821941001238011,0.043853923671929154,4.744201369319824,0.8480959426387299,0.9830368329942518,1.6219519276902616,5.715134702379732,71.90152495826956,1.8742091835094643,5.402817078937032,1.5558647799727394,1.4189488831096708,4.700277633096159
Longit_batch1_22,3.843065523906018,0.027253721300602683,0.5965373064914848,0.21109261239198004,0.7488012633416599,0.03646180688733782,0.5504141188317399,0.9750755779285554,0.05495201222524634,5.566150738416361,0.5735172981354807,0.5297723659610173,2.640026212149299,5.7910417428205,72.27289973219284,2.0856171391918883,5.198385108417482,1.5763258328799048,1.0406045918602251,3.808187059137279
Longit_batch1_23,4.754415797045849,0.024536220325986114,0.8266660354473317,0.2938870332717886,1.1258114584635608,0.020026031297793016,0.6869032163067271,1.1205062988196373,0.09389289370969532,2.664357227739425,0.4412366487538218,0.5919665077796534,3.6381993640473524,6.810033900990007,78.89862841055549,1.657264455790478,3.5221629110506423,1.0300126857049905,1.060401502521917,4.242546388676457
Longit_batch1_24,4.014530881455191,0.028609479361425338,0.6319080239184007,0.29043645693186637,1.2026859364363096,0.009562996493739892,0.5253260531429845,1.0475297591718404,0.05898555518283713,2.7844944882812177,0.3359379423063562,0.40800504907953694,1.8938746080005209,5.288879087442517,72.09793172108833,0.6567189423751892,1.7283803257736448,0.5593098953233341,0.39530962526367,1.557195929010648
Longit_batch1_25,2.404495145265475,0.032175641980629034,0.6193475595080107,0.19658437432539036,0.7149260543098495,0.012169654023222903,0.6773377616559285,0.6421989442640963,0.036773889998923885,3.9822277224305576,0.8036633766754602,0.9147396586458086,1.3920388929516356,4.135230022948438,69.90586533730917,1.117807074189398,2.8387703013918775,0.7255461202246036,0.5879980512585987,3.0164141446327615
Longit_batch1_TQC05,3.7030298254317007,0.02448353217011577,0.5821678133837812,0.19776355774556217,0.7731808691321238,0.03812716316671614,0.46492251589233263,0.5130820876791149,0.04588157364271553,4.28586487099579,0.6135675405990401,0.8599840336653931,1.981697490849134,6.004853213250664,69.04361360209344,1.3677589215719146,3.0645691888492896,0.7888090892979457,1.2721682082133865,2.8578602141812843
Longit_batch1_26,5.5156943738919715,0.023283868605265767,0.5991696702517342,0.28408114503684123,1.1187482858249913,0.11894819720467543,0.37161305719544224,0.8379403552481692,0.046316743246503304,5.944574634630158,0.6402489835210249,0.9163395644038578,5.352589632306152,7.487835403654057,76.34162593564385,6.132662907005315,13.474904404166416,3.6891477235270496,5.0505385535092495,13.959228395503944
Longit_batch1_27,4.34897726377842,0.034300323831769175,0.8390501535003746,0.2520001234313319,0.9458692633071171,0.11094206860353747,0.47428830741309014,1.1650679740501084,0.06405617243362235,9.759875944254055,0.6418617819174763,0.7011208644089039,7.10530592185761,6.441978690984271,65.78724569680571,14.666813774871477,37.79185531845922,11.687703242611816,14.269795626359121,38.39774445566333
Longit_batch1_28,4.061401473293348,0.023162447309019923,0.636478351850239,0.2527744001917725,0.8159182175246725,0.014459757122214631,0.5415147633665826,0.8582146065959291,0.0565670873230994,2.6486254748073024,0.7418499602757049,0.9969913407113847,2.051078255698459,8.017569468686823,87.94843821129895,0.336411151230046,0.8886902477739763,0.3021719441779404,0.29209855721528616,0.9833768333569798
Longit_batch1_29,3.0946983473388463,0.020569796127553462,0.4917952495826843,0.25904059784883343,0.9540156820426937,0.03014425037265235,0.4686064907999,1.1629158102400927,0.07826411444370368,1.986112087523375,0.5018114708666125,0.7130897663690069,2.5650020953777837,5.454074324401217,66.75803130932843,0.7168042552826085,1.7600717302152313,0.5634894090219205,0.6018287067349906,1.871166014318467
Longit_batch1_30,4.035078473798779,0.028407337240092805,0.7509314233013361,0.28737538617229375,0.9682996108632428,0.017000637073289693,0.5867013327076025,1.334532431963025,0.09161566949445392,1.966491039599944,0.8661635948430595,0.913847068445392,1.4456185364116902,5.261785381118543,82.45187687218093,0.32705671809674175,0.9510387676919329,0.24974785769067384,0.17092635320801347,0.7182409756212277
Longit_batch1_PQC 05,4.337463730634583,0.032150418993800514,0.7515868811610666,0.256061181113567,0.9825921151859968,0.03008252418036859,0.6053445781041037,0.9796555418127082,0.0653904891121245,5.681566754268991,0.651293914099721,0.9415018996283069,2.716236110107987,6.844990167609754,83.65962589583211,1.7704402950140168,4.6913988779909115,1.4370104697888804,1.1187473489585311,4.207364060316923
Longit_batch1_31,5.160317651275481,0.026686672077588833,0.8253966605978016,0.18175142217644044,0.7155787275483789,0.019260966093977785,0.640939657765135,1.1413381851067474,0.05280299565157458,4.244459814712021,0.5726268889059141,0.8908774614724464,1.8984673238067542,7.983189899220826,85.49399992889144,0.9042070176565593,2.81051185476204,0.7572112238592461,0.6146462288233706,2.1299979743804296
Longit_batch1_32,4.007305408849261,0.019865773857401816,0.5100028759565783,0.21012961809735248,0.671110700131668,0.021259090897027485,0.4274180724511651,0.6795931533304022,0.05481555464534776,5.138011117282437,0.4792148696655285,0.8762637764659301,2.2227942310903597,4.176572314674714,57.64195960150187,1.6334841546423728,3.9639308067815837,1.4581633246236954,0.9361098221700108,4.765443902043793
Longit_batch1_33,3.212107214664687,0.020189114208084634,0.41761953192693596,0.19807974940651182,0.6548874392555529,0.009367968592544695,0.471991529354187,0.9238711001089829,0.040670149079669995,1.7550573607385256,0.6891302779928732,0.6678307653106457,1.813383769050561,6.288255781023288,71.2797864745544,0.2992808001565232,0.9088605417711701,0.27350915104278883,0.23777202257752061,0.9781145766413119
Longit_batch1_34,3.850235501549377,0.01848651325839578,0.3640888311278195,0.2584049351551304,0.9804772784539779,0.037517462466126986,0.36460198302306757,0.6074334373468264,0.043183821289989,3.534205861819495,0.65153561582112,0.5984168953280367,2.9595666008361947,4.644607616235291,63.637226937137534,0.6988286154047981,1.4696996715231039,0.4439455784388352,0.7224233733862763,1.8653800665974714
Longit_batch1_35,3.4487607427075444,0.02916649158983491,0.6437348306221077,0.3543049765842865,1.348660265917359,0.04726392894928288,0.6354692482691016,1.3073256459225893,0.08165713301680079,3.782314863366261,0.7667211656128184,0.9944350916195824,2.400292229743543,5.548791319219618,82.65647999836067,1.7182466252956192,5.112510990644511,1.303476696953947,1.0374345228031283,4.330529532942414
Longit_batch1_TQC06,2.8624103593744814,0.021368857901794845,0.5027192013033923,0.24699825855812077,0.9172078052096062,0.042420666793405136,0.6657492381812499,0.6876401331624215,0.04815294682700934,5.371765202296536,0.7251916236311766,0.9021749146400299,2.571930964579201,5.875340573267626,77.04844565070427,1.5018698808903694,3.4205480159069706,0.7722803542366121,1.3197349809861028,3.6114874768575995
Longit_batch1_36,3.2328720437399996,0.02811346497039865,0.8976325283089519,0.21958395891772622,0.7618029028720856,0.041587915207223575,0.4283245426221634,0.6295111665547428,0.053365843930117375,4.851961902645927,0.6771793220880522,0.756635557547454,3.6482346880432996,4.775673129985032,54.8243173571031,2.1831756221472944,6.2326557042492885,1.698942112396508,1.3847419345134093,5.722538561656253
Longit_batch1_37,4.004992903800214,0.030670735035841626,0.6187965746254541,0.29226951322222877,1.013484991267557,0.03303436789699604,0.8626646317163467,1.208669421872276,0.0694356746331231,2.5692130138290943,1.0223952052938674,0.9629232281072871,2.466421947923089,9.375214009292668,100.36776586135264,0.26179914178677743,0.7695771686752948,0.19847863013351996,0.25741170096352384,0.7973751903390189
Longit_batch1_38,3.8345418016193435,0.030438894379517807,0.713806776789313,0.22723694376471498,0.9414376917759731,0.021349048169684654,0.4173429056592206,0.9885542159592704,0.048743287989414553,4.8288224626722664,0.4012519707122652,0.5028742893908739,3.686345673300906,5.365647087925392,67.98163362776238,5.582153912684098,20.056180035776777,7.528385468698254,4.659240672974549,20.55133821257654
Longit_batch1_39,3.9236275331463557,0.01768297407147719,0.6667779123366147,0.2526534953744615,0.8882875511017284,0.05575829658599432,0.5905869480343325,1.704195139101612,0.08329643560788678,4.058046822733845,0.3373512664141602,0.33967732841137016,2.105214938348854,5.57607643690063,72.15103709076956,2.984501165191439,7.217799907533867,2.120191030070116,2.2805598710794035,7.825673328002377
Longit_batch1_40,3.220410476848769,0.028770002120088164,0.7465521290968538,0.22123454017041064,0.864053673405874,0.016456561517098102,0.47259148676029966,1.4307470001923752,0.0722915438669169,1.498421122378123,0.544525239460809,0.6543639804296778,1.3416658467896194,4.134121557608272,63.758417952415826,0.5916169019995513,1.650403077668172,0.5838756098254178,0.3769270334973713,1.4031059825582375
Longit_batch1_PQC 06,4.830687241000733,0.027076678604829787,0.7983611698743666,0.35702284884221663,1.0807632903624687,0.029447623424831232,0.7152894579608036,1.0395544783322204,0.06548786231247347,5.244259983806921,1.0159362615286218,1.2073127256906178,2.7617042710492363,6.833748564788556,70.79589564110722,1.9762955166936664,4.70766110496899,1.5901398782425658,1.3194475819494342,4.584912637814672
Longit_batch1_41,4.386057197947073,0.02827584973995751,0.861926219991584,0.3426088532058694,1.6587485066476912,0.039258945542838,0.4077819800154648,1.0839470017303097,0.06616870620948408,8.273300687364701,0.8338702635684955,1.2492626316024893,3.725045658048084,6.137398014264205,77.80171070741171,5.342654491657211,18.43247875526504,5.899803631883295,4.324774784840676,18.305161986739375
Longit_batch1_42,3.3161895225077895,0.020736441524815637,0.48654511009130286,0.18364117940719082,0.6979841079562703,0.017431606026969925,0.3647034679023898,0.9313339616683153,0.053070856659589334,1.5398275475563596,0.5109417353528067,0.6453426059738648,1.9061825103919707,6.820590196524913,74.20017966215005,0.41924580581881465,1.0387039543500625,0.28442047069940773,0.25226986451736555,0.9282522840360872
Longit_batch1_43,5.273130096335549,0.03684085264284123,0.6270844295396555,0.23765285798915306,0.8431012235502647,0.01967923538708106,0.6599272117770542,1.3126613805693599,0.048582867827629085,4.143099724320525,0.6893375016717757,0.874755667152605,1.7543387532122074,5.652840330247799,64.34377456644863,1.115608129485107,2.6382520160311707,0.7328682619215627,0.6453687177792916,2.0158343299356574
Longit_batch1_44,3.2138932128551665,0.032836753838888365,0.6649574784258213,0.1410555449597757,0.5099208254674904,0.035903054828755644,0.6051077719754482,0.6079155571551993,0.03381671944766908,3.2723809117502936,0.8546123162192765,1.066893131801879,1.6169608153419959,5.498729914567511,61.23187620912778,2.963787623589514,7.3946631945381815,1.8969017508018329,1.6631841628542596,7.406468846714803
Longit_batch1_45,4.605636514461994,0.033924228566575336,0.6618930679822227,0.21827938136470118,0.7609717939646725,0.02667707820908258,0.8985256198557501,1.1235212324759174,0.047076815895828156,5.769269015752069,0.625593163886322,0.6539946590036864,5.283786065135469,9.512931241609657,96.04225609251147,2.8595894994167033,10.437148246605949,3.045029084415634,2.893676711721247,9.871014030096966
Longit_batch1_TQC07,3.3194617713628256,0.029551812359716465,0.647386853438737,0.2164508392536985,0.8106373605339849,0.042266578008473714,0.6889820981006145,0.6853765644896573,0.04961661295470536,3.8500322614548117,0.6148825749563306,0.8883841467876237,2.9487280614354434,5.7174238918936515,70.59142199631468,1.315786648576947,3.6269866551993717,0.6880883315516075,1.3503450069091487,3.7404972572501727
Longit_batch1_46,3.439419172316094,0.019344624088687732,0.4351910732589939,0.2573754356772659,0.9833174958201977,0.03378173530226208,0.41501188379646586,0.7563744904122258,0.06395479003918664,4.138693090657293,0.5114226341538682,0.7788609344945183,3.208554972918201,5.008869473343331,66.68929693518236,1.196005590137162,2.6162916039366313,0.9788767137653709,1.2456742172022108,3.113623818309864
Longit_batch1_47,3.9569200537870586,0.0428260530209917,0.6037173575764215,0.24009595211540272,0.806842721149962,0.03228469053156021,0.43895667556193946,1.1570222281063078,0.055132491638302666,5.036367203666032,0.578081868241999,0.8002594045055416,3.9392779698092903,5.173520326435828,81.43073805487937,2.1876950117650145,6.3191990588919325,1.6718435402455314,2.518518912561421,6.094178356073292
Longit_batch1_48,5.449615151427664,0.030423390250772623,0.8793337453392112,0.20136038134382273,0.6778337315653226,0.03685253103677476,0.7671690975819264,1.1322114645147225,0.05776152879585603,5.250084345411723,0.9914348079578624,1.0182964457586197,3.6044649461361438,9.551153487779251,85.27285835375612,4.041617506641697,13.5512453401508,3.868097976739099,3.2786763874805493,13.629543658847334
Longit_batch1_49,5.995230543007263,0.033605878087067234,0.88510612132698685,0.2210055254679439,0.8942818675792114,0.024258772338381585,0.777274241690845,1.039779334993288,0.05843780913417002,4.928463074910695,0.8052346817522216,0.8607661369489052,4.551559808826062,8.13256423529394,85.77656232072187,3.1221174112556684,10.736005397131638,3.257420328481125,2.400527846972527,10.521520392504405
Longit_batch1_50,4.048480998976523,0.029971101945221932,0.6615301607462122,0.1938629041114983,0.8327552479834551,0.014305787069331659,0.7311592116184836,1.326632840585045,0.07067238123547129,2.770483629249207,1.1112294429384693,1.2110853983744951,2.107062152530162,8.143509833264151,85.98573157425957,0.21963565738918314,0.614339364288062,0.20134294990631413,0.1807364442753621,0.6400506067398977
