analysis_id,qc_type,batch_id,Cer d18:1/24:0,PC 32:1,PC 40:8
Longit_batch3_14,SPL,3,0.010255554012895475,0.04828778,0.002789352
Longit_batch3_15,SPL,3,0.014517378878808856,0.056545933,0.002360628
Longit_batch3_TQC20,TQC,3,0.010435499543896876,0.044484927260777345,0.002206437
Longit_batch3_16,SPL,3,0.014311872813646969,0.060988356,0.002578474
Longit_batch3_17,SPL,3,0.011206430374236617,0.038055000805833274,0.002575815
Longit_batch3_18,SPL,3,0.012192324510790213,0.059663497,0.002542474
Longit_batch3_19,SPL,3,0.007193874,0.040574255089760466,0.002185269
Longit_batch3_20,SPL,3,0.010095805015243518,0.045690394,0.00366069
Longit_batch3_PQC 22,BQC,3,0.011817710515760659,0.048580324831437094,0.003177775
Longit_batch3_21,SPL,3,0.017175012,0.037107705,0.002502015
Longit_batch3_22,SPL,3,0.008976812,0.026417503665175618,0.002237575
Longit_batch3_23,SPL,3,0.011022929,0.048952433,0.002513175
Longit_batch3_24,SPL,3,0.013240950535659083,0.050163046563585965,0.002674562
Longit_batch3_25,SPL,3,0.013558409276913517,0.064143112,0.00204289
Longit_batch3_TQC21,TQC,3,0.011404708751864286,0.059809014,0.002857915
Longit_batch3_26,SPL,3,0.009370772,0.049371732,0.002216361
Longit_batch3_27,SPL,3,0.007829619,0.04407104,0.003357907
Longit_batch3_28,SPL,3,0.012485182138099283,0.061985868,0.002534884
Longit_batch3_29,SPL,3,0.017503927,0.039445462,0.003490353
Longit_batch3_30,SPL,3,0.015425049674843972,0.054434220844466086,0.003066931
Longit_batch3_PQC 23,BQC,3,0.012464977200809947,0.054151385,0.00326276
Longit_batch3_31,SPL,3,0.012122112,0.058743622,0.001922401
Longit_batch3_32,SPL,3,0.006992143,0.036036817,0.003572153
Longit_batch3_33,SPL,3,0.009702349,0.055474552,0.003355616
Longit_batch3_34,SPL,3,0.014854579,0.061737106,0.002823147
Longit_batch3_35,SPL,3,0.012248296864056688,0.040081403601099616,0.001999114
Longit_batch3_TQC22,TQC,3,0.011734790777687385,0.057639049,0.002992689
Longit_batch3_36,SPL,3,0.018580178347269723,0.053031710639069064,0.002960407
Longit_batch3_37,SPL,3,0.013807055758973999,0.065096931,0.002642999
Longit_batch3_38,SPL,3,0.016439415143540467,0.037799965,0.001908672
Longit_batch3_39,SPL,3,0.015475398788426655,0.031226714,0.002328217
Longit_batch3_40,SPL,3,0.010384446,0.045181957,0.002866996
Longit_batch3_PQC 24,BQC,3,0.013023617784047214,0.057039667248953284,0.003262418
Longit_batch3_41,SPL,3,0.018441374100066698,0.053684024,0.003378194
Longit_batch3_42,SPL,3,0.010158258796834276,0.053297148,0.003237097
Longit_batch3_43,SPL,3,0.007845559,0.051405071,0.002990162
Longit_batch3_44,SPL,3,0.008927618,0.033176711,0.001520327
Longit_batch3_45,SPL,3,0.013406210402671953,0.059232957,0.002826447
Longit_batch3_TQC23,TQC,3,0.010497437501275268,0.043898851,0.002300519
Longit_batch3_46,SPL,3,0.009558608,0.041741451,0.003201057
Longit_batch3_47,SPL,3,0.007640356,0.039564982,0.002259425
Longit_batch3_48,SPL,3,0.009761134,0.040176659,0.002638656
Longit_batch3_49,SPL,3,0.014945205,0.055428520289523574,0.003105799
Longit_batch3_50,SPL,3,0.014203498859485042,0.036566854797605776,0.002138094
Longit_batch3_PQC 25,BQC,3,0.013479166175734431,0.060727171,0.003130751
Longit_batch3_51,SPL,3,0.016421690350328828,0.041853254,0.002203964
Longit_batch3_52,SPL,3,0.012407367042514664,0.037681720063261676,0.001449747
Longit_batch3_53,SPL,3,0.013080088559975254,0.043637993,0.002195771
Longit_batch3_54,SPL,3,0.013120931269864734,0.047162186,0.002863603
Longit_batch3_55,SPL,3,0.013482744380659445,0.031170835532226084,0.001680184
Longit_batch3_TQC24,TQC,3,0.012292155649219922,0.043098287215102435,0.002381419
Longit_batch3_56,SPL,3,0.009287085,0.038424251,0.001505632
Longit_batch3_57,SPL,3,0.013461315726027318,0.044502451923170226,0.003056381
Longit_batch3_58,SPL,3,0.013357512844312063,0.045241372,0.001796257
Longit_batch3_59,SPL,3,0.012999722742028538,0.093522864,0.002424541
Longit_batch3_60,SPL,3,0.009671028,0.041105472,0.001832411
Longit_batch3_PQC 26,BQC,3,0.011603272,0.052897834,0.003456832
Longit_batch3_61,SPL,3,0.009438007,0.048587706,0.002170355
Longit_batch3_62,SPL,3,0.011376816746115539,0.040439811,0.001765338
Longit_batch3_63,SPL,3,0.017641270564792165,0.050572912,0.003492295
Longit_batch3_64,SPL,3,0.008455505,0.043654272,0.003371491
Longit_batch3_65,SPL,3,0.017711826611478663,0.044217982,0.002805708
Longit_batch3_PQC 27,BQC,3,0.014368139557168863,0.057224572,0.003460015
Longit_batch3_PQC 27b,BQC,3,0.013291917658250847,0.055714497,0.003338122
Longit_batch3_LTR 01,LTR,3,6.6225007277060115,0.045059497,0.001715058
Longit_BLANK-04 (Eluent A),SBLK,4,0.17851211221172403,0.21778155193846405,0.010300179551753838
Longit_batch4_PQC 28,BQC,4,0.015029578291532166,0.071682196,0.00421821
Longit_batch4_PQC 29,BQC,4,0.014778045922365238,0.052073737987936006,0.003117374
Longit_batch4_1,SPL,4,0.011208445506015647,0.032742766225730496,0.001332056
Longit_batch4_2,SPL,4,0.013540142753816264,0.047738913,0.002177506
Longit_batch4_3,SPL,4,0.010628639889066673,0.043674227,0.002640938
Longit_batch4_4,SPL,4,0.008494499,0.054904647547480846,0.003667637
Longit_batch4_5,SPL,4,0.009751979,0.066214989,0.003518351
Longit_batch4_TQC27,TQC,4,0.012101798082350798,0.050281117295715286,0.002730099
Longit_batch4_6,SPL,4,0.008134106,0.031024886990637122,0.002943534
Longit_batch4_7,SPL,4,0.012867010222090594,0.048883625,0.002643245
Longit_batch4_8,SPL,4,0.009900189,0.037017511,0.003929898
Longit_batch4_9,SPL,4,0.013810216518116925,0.098685336,0.006508023
Longit_batch4_10,SPL,4,0.014440241956793064,0.046831207,0.003189441
Longit_batch4_PQC 30,BQC,4,0.015240989083140524,0.062364475,0.003580993
Longit_batch4_11,SPL,4,0.012428042,0.050036047,0.002838527
Longit_batch4_12,SPL,4,0.010010485453573284,0.047483305,0.002433394
Longit_batch4_13,SPL,4,0.008879435,0.042715219,0.001809791
Longit_batch4_14,SPL,4,0.011234472341318438,0.054115202,0.002283295
Longit_batch4_15,SPL,4,0.009773635,0.037207628,0.002034525
Longit_batch4_TQC28,TQC,4,0.010691711677189712,0.045566308,0.002276317
Longit_batch4_16,SPL,4,0.009311519,0.046297171,0.002273552
Longit_batch4_17,SPL,4,0.013384708079769405,0.036613599,0.003497672
Longit_batch4_18,SPL,4,0.014369314746470404,0.032222003,0.001217249
Longit_batch4_19,SPL,4,0.010294906634633304,0.044474416,0.001814356
Longit_batch4_20,SPL,4,0.00829776,0.037144987,0.001742408
Longit_batch4_PQC 31,BQC,4,0.014076112420865644,0.051564906671412426,0.002998814
Longit_batch4_21,SPL,4,0.015678202009249183,0.056872368,0.004321266
Longit_batch4_22,SPL,4,0.006499941,0.031509881009234623,0.002548805
Longit_batch4_23,SPL,4,0.016961011556630004,0.045968625,0.002848341
Longit_batch4_24,SPL,4,0.012975651761321344,0.043057636845884165,0.002380778
Longit_batch4_25,SPL,4,0.014425853133784416,0.089958395,0.005347638
Longit_batch4_TQC29,TQC,4,0.011085012230491586,0.046049142253113094,0.00224194
Longit_batch4_26,SPL,4,0.016418787782424733,0.058056118261401425,0.005093138
Longit_batch4_27,SPL,4,0.014863481931530548,0.037118628,0.002998082
Longit_batch4_28,SPL,4,0.00909148,0.025739779677823104,0.0013582
Longit_batch4_29,SPL,4,0.009369656,0.039610089,0.003073491
Longit_batch4_30,SPL,4,0.013766322020938592,0.041790964,0.003188396
Longit_batch4_PQC 32,BQC,4,0.015573206,0.065134736,0.004060156
Longit_batch4_31,SPL,4,0.009025413,0.041126781,0.00252116
Longit_batch4_32,SPL,4,0.011911107516512452,0.05079241,0.002564369
Longit_batch4_33,SPL,4,0.011814367,0.048145450846607936,0.004296012
Longit_batch4_34,SPL,4,0.013457397960028905,0.046375917,0.002705483
Longit_batch4_35,SPL,4,0.010257064861793974,0.069757181,0.004479273
Longit_batch4_TQC30,TQC,4,0.010484520519884096,0.040601672893386884,0.002236496
Longit_batch4_36,SPL,4,0.010643014910875584,0.060989861549478275,0.002224783
Longit_batch4_37,SPL,4,0.012650016830527518,0.043599339,0.003453625
Longit_batch4_38,SPL,4,0.013367571191711692,0.047746805317384886,0.002884155
Longit_batch4_39,SPL,4,0.012594336002662743,0.030570423718741697,0.001080796
Longit_batch4_40,SPL,4,0.010606942624981058,0.038211108,0.001277291
Longit_batch4_PQC 33,BQC,4,0.014760393,0.054242057,0.003361533
Longit_batch4_41,SPL,4,0.012892050694446941,0.035663284,0.003837839
Longit_batch4_42,SPL,4,0.009362297,0.044624757928528686,0.002029744
Longit_batch4_43,SPL,4,0.009378027,0.046568871,0.003763015
Longit_batch4_44,SPL,4,0.014948358744219162,0.047533551541694787,0.003369558
Longit_batch4_45,TQC,4,0.009164764,0.035207811,0.001822879
Longit_batch4_TQC31,TQC,4,0.010679915885886404,0.056171909,0.002493525
Longit_batch4_46,SPL,4,0.012463954595789037,0.073872101,0.004767333
Longit_batch4_47,SPL,4,0.011393489,0.062837275,0.004889544
Longit_batch4_48,SPL,4,0.009448237,0.054079581,0.003576714
Longit_batch4_49,SPL,4,0.007586216,0.029441078,0.003215271
Longit_batch4_50,SPL,4,0.007358971,0.033040124,0.002513946
Longit_batch4_PQC 34,BQC,4,0.011398888598600278,0.043495575,0.003295318
Longit_batch4_51,SPL,4,0.005934316,0.029668820913293776,0.003343823
Longit_batch4_52,SPL,4,0.013655743,0.03924112,0.003199841
Longit_batch4_53,SPL,4,0.006444572,0.040855309,0.005339
Longit_batch4_54,SPL,4,0.01326803,0.046347829,0.001986608
Longit_batch4_55,SPL,4,0.010206239593540119,0.051941060619951206,0.003741624
Longit_batch4_TQC32,TQC,4,0.010597186477438273,0.050240587,0.0028348
Longit_batch4_56,SPL,4,0.00665391,0.032033367,0.003137752
Longit_batch4_57,SPL,4,0.014055395681718801,0.057708099793416255,0.003390159
Longit_batch4_58,SPL,4,0.015241322460899601,0.052785587625485506,0.004060675
Longit_batch4_59,SPL,4,0.008232537,0.036211599,0.002684335
Longit_batch4_60,SPL,4,0.008085888,0.040925485,0.00392037
Longit_batch4_PQC 35,BQC,4,0.011028665988355115,0.056365332,0.004522417
Longit_batch4_61,SPL,4,0.006883469,0.026641799,0.001085888
Longit_batch4_62,SPL,4,0.011441375502779867,0.043244813,0.004413372
Longit_batch4_63,SPL,4,0.007950814,0.037191607,0.003268097
Longit_batch4_64,SPL,4,0.010708486776418774,0.046648495832666705,0.003901827
Longit_batch4_65,SPL,4,0.013820155074219909,0.065078893,0.006693048
Longit_batch4_PQC 36,BQC,4,0.013297166,0.053746300615064094,0.004353325
Longit_batch4_PQC 36b,BQC,4,0.009990191,0.045229811,0.003856265
Longit_BLANK-05 (Eluent A),SBLK,5,0.5415066045780976,0.13152824496063215,1.521506081277679e-4
Longit_batch5_PQC 37,BQC,5,0.013000929983341004,0.033825278,0.002576919
Longit_batch5_PQC 38,BQC,5,0.011990546066942564,0.050226007,0.003298812
Longit_batch5_1,SPL,5,0.014457773526192397,0.063356939,0.003724355
Longit_batch5_2,SPL,5,0.010248256562483592,0.081043776,0.002831891
Longit_batch5_3,SPL,5,0.009308667,0.040728318,0.002237381
Longit_batch5_4,SPL,5,0.008531226,0.057473176939754754,0.002095997
Longit_batch5_5,SPL,5,0.00730533,0.045629293,0.002869074
Longit_batch5_6,SPL,5,0.016227077793666025,0.084620321,0.005287938
Longit_batch5_7,SPL,5,0.007312956,0.057884299,0.002371946
Longit_batch5_8,SPL,5,0.009470035,0.069606116,0.002153995
Longit_batch5_9,SPL,5,0.016889985634307873,0.053733892,0.003992317
Longit_batch5_10,SPL,5,0.015419346644882356,0.046594855634187395,0.002181007
Longit_batch5_PQC 39,BQC,5,0.012587854,0.039314579372968325,0.003356627
Longit_batch5_11,SPL,5,0.010310706079360679,0.033798779,0.002820429
Longit_batch5_12,SPL,5,0.007639823,0.066078598,0.002010789
Longit_batch5_13,SPL,5,0.008990525,0.048130828401006645,0.006559675
Longit_batch5_14,SPL,5,0.015622547503160115,0.051908931410150946,0.003304855
Longit_batch5_15,SPL,5,0.010228772356816618,0.054121221,0.001749463
Longit_batch5_TQC36,TQC,5,0.010941992738061044,0.047079961,0.002298927
Longit_batch5_16,SPL,5,0.008255817,0.049609758,0.001559249
Longit_batch5_17,SPL,5,0.013990371137359913,0.03694496,0.002908814
Longit_batch5_18,SPL,5,0.008030168,0.060427384263871974,0.001640281
Longit_batch5_19,SPL,5,0.013812212600454492,0.060995376,0.003511952
Longit_batch5_20,SPL,5,0.013406165,0.05100741,0.00458345
Longit_batch5_PQC 40,BQC,5,0.013296456144131394,0.051641391,0.002718065
Longit_batch5_21,SPL,5,0.014083378503523957,0.071509434,0.005109735
Longit_batch5_22,SPL,5,0.008557808,0.04291607,0.004883043
Longit_batch5_23,SPL,5,0.006838007,0.044500269,0.003188757
Longit_batch5_24,SPL,5,0.009397604,0.042752075,0.003742046
Longit_batch5_25,SPL,5,0.006306456,0.037539544,0.005061155
Longit_batch5_TQC37,TQC,5,0.009534855,0.043244613,0.003027447
