analysis_id,CE 18:1,Cer d18:1/16:0,Cer d18:1/24:0,LPC 18:1 (a),LPC 18:1 (b),PC 28:0|SM 34:1 M+3,PC 32:1,PC 40:6,PC 40:8,PE 34:1,PE P-16:0/18:1 [-FA-HG],PE P-16:0/18:1 [-FA],PI 34:1,SM 34:1,TG 48:1 [-18:1],TG 48:1 [SIM],TG 48:2 [-16:0],TG 48:2 [-18:1],TG 48:2 [SIM]
Longit_batch1_PQC 01,1.0226326915477453,4.965698528099969e-4,0.01318038325845385,0.0053150575732613965,0.022410341088205173,0.0024231324408259436,0.04276244349328223,0.08501148540874762,0.004116039762574596,0.013767643383302062,0.0027754170424623466,0.00274425378430031,0.013488927602064894,1.5583609952079207,0.05857931599715611,0.15442482205277736,0.051892011073858005,0.04637715630963573,0.1481772251161124
Longit_batch1_PQC 02,1.022632691547189,4.048461904273513e-4,0.010869924458560684,0.00640667897963781,0.021703064625926558,0.0025642412358563254,0.06221823679669277,0.10199265035143569,0.004043429617714308,0.016904657222982684,0.003216631815241197,0.0038502946905888823,0.01838725497438163,1.3558487273123154,0.04793610894509453,0.15728836088484488,0.04613439319258836,0.038780530624454995,0.14817722511614967
Longit_batch1_1,0.6460368906333442,2.488207457326893e-4,0.005675001544166348,0.0038206657332877834,0.01473397034526541,6.905885016568025e-4,0.03813764291719015,0.0783090385891439,0.002029275942228553,0.009822785388960434,0.0016407473192970399,0.0014753505938924073,0.007929672137878062,1.1716492848254576,0.005739646265271567,0.01698633152596459,0.0054585532431364134,0.00561052194266245,0.014396089281261319
Longit_batch1_2,0.6853268297752232,3.8129812417459153e-4,0.008559704747859437,0.004300475442575268,0.014405297052396201,9.950462705177036e-4,0.03847317328964778,0.05575726759576093,0.002676335056613473,0.01125794168148679,0.0023954930653709403,0.0020883575254845156,0.008072600190207703,0.906125636010923,0.04800974541974453,0.12530496649098202,0.04353360318711934,0.025863687528837935,0.09671333883884427
Longit_batch1_3,1.038988049283004,3.257654890930461e-4,0.007896619140455778,0.00391352093542011,0.014026630222972418,0.0026220231400361036,0.04351343360977073,0.06711997224022791,0.0036958717952765073,0.020616433486300826,0.0030482173702543343,0.0029099033939295124,0.02378703599287042,1.1711117215942732,0.13061955530324054,0.41774126289587143,0.1249805730626634,0.1103577165563023,0.35388026840080933
Longit_batch1_4,0.6856163001075843,2.339917569275634e-4,0.007810126661984329,0.004488113585449718,0.017897763800477206,0.0012351461742330819,0.041089638027831867,0.09078315373798683,0.004454693384740851,0.005976644211010584,0.0023369329403093446,0.002044290071898446,0.014049010563858981,1.4874587922785163,0.010808757594140041,0.027758901318950747,0.009594784379658583,0.0076665374491476194,0.0207205443553255
Longit_batch1_5,0.9292163813809534,2.828975560681923e-4,0.010348004853789285,0.00915291772686653,0.04953386495373931,0.0043769268811132776,0.04073359521869412,0.126426255787997,0.005387957342190853,0.019451011837139445,0.002644470075205446,0.003908371350345071,0.018914961007008516,1.1775415495104529,0.15704471334894304,0.3889944572063912,0.1701770235665207,0.12005231587689845,0.33900954685883294
Longit_batch1_TQC03,0.6588570308981322,4.3206916548672544e-4,0.008116940316891287,0.005367666848185936,0.017347758443980867,0.0027052848485733597,0.052824360058496306,0.050223306669121094,0.0029052991319030073,0.01354451167954186,0.0023337817634756937,0.0025818124446675417,0.013611000336355355,1.2413690716313543,0.03585198518681771,0.09038588595561979,0.022721862929356972,0.059873719076211133,0.08792779641171883
Longit_batch1_6,0.7697286734625192,4.164723287785574e-4,0.009218870190214714,0.005050456715953445,0.02194324123073105,0.0018408051867639169,0.061893379225451094,0.1064187297613217,0.005866465936788301,0.008991076098932155,0.00264428969750426,0.0030978359888453057,0.011307220583878001,1.584972227186024,0.01239451711241184,0.030387212773457847,0.010265783892250377,0.019729530733898982,0.039615863819273726
Longit_batch1_7,0.6953485208319791,4.203898648023589e-4,0.010854658284784952,0.0035487781276172165,0.01239728906858566,0.0011048889215118922,0.04147819538645177,0.05013682395649038,0.0023221297388052674,0.01254161740875688,0.002582925810477602,0.002325443672366095,0.010175544205136403,1.0084224079574482,0.037412617306594925,0.11601882056866104,0.03287893175300088,0.03236597997724198,0.10581146279538317
Longit_batch1_8,0.9148564158793258,3.645694404328917e-4,0.009944987485823245,0.006773928003420025,0.023180094988795953,0.0011800552377914202,0.05032885089636075,0.09287173221897287,0.004243566640311123,0.015610707401196638,0.00411631355219459,0.00380583730324121,0.015811704823574687,1.102316257579949,0.04564626602739555,0.10823054294988207,0.03374474872068011,0.02769073866781294,0.08510266771244428
Longit_batch1_9,0.8583972152264876,4.364593665607156e-4,0.010012431799662958,0.004213304490179649,0.015355010232145238,0.0023676713711295633,0.039985157866576304,0.06927806643105779,0.0026913351311703224,0.017777514090378768,0.0020903164235873246,0.002330835904459113,0.015191693126388045,1.2512064309221964,0.15697466818425787,0.522061533837951,0.14425644096208953,0.13356753829197063,0.4132964913619246
Longit_batch1_10,0.616301028991519,2.8663192644643164e-4,0.007935488390436516,0.006364510191986851,0.024369383821369123,0.001152848284368215,0.03550391312000367,0.04500491840176767,0.002797238145087401,0.007857753955034411,0.0022070326524158655,0.002694936924754393,0.014538993548042613,1.0962211232268542,0.017659729662777943,0.0434393656369174,0.014703880352586437,0.015292760520446617,0.04077600033820704
Longit_batch1_PQC 03,1.022632691547655,3.340094871762337e-4,0.010223169433214902,0.005501686709616893,0.022094364053224222,0.002610748147159735,0.05142573701039859,0.09274080604074672,0.004083217760850319,0.01375086286745379,0.002354678405611158,0.003035376341021154,0.01488637144729219,1.209258895660311,0.0595896208240579,0.15566385773284078,0.058316932381918395,0.0450811438964124,0.14817722511613066
Longit_batch1_11,0.564396444435934,3.165330147172122e-4,0.006287129508589142,0.004230678122002519,0.017357706728767817,8.732781765020953e-4,0.03597702323550232,0.06623066831922171,0.0027309195009187245,0.011656342457396574,0.0024868843131728127,0.004648609172028697,0.014494097401479805,0.9778856959917236,0.007506054774512899,0.03572432714414569,0.00822024260592028,0.0048733831547559565,0.020988870472096684
Longit_batch1_12,0.6586958505670875,3.720836591581259e-4,0.010618987926407591,0.004532484566023118,0.019094274798561402,0.00569532240616641,0.03428693616960822,0.05321334302359806,0.0025187147017416076,0.015610238140664265,0.002816604873153818,0.004746603081921878,0.012501123258363918,1.1878554199136944,0.08385564951945267,0.20877602806686663,0.07419590153997037,0.09323426632183172,0.21468989029104626
Longit_batch1_13,0.6610710665788176,2.7370727885688126e-4,0.006303995561649613,0.004839129768248994,0.017223662304387082,9.034611658817085e-4,0.04129722353432982,0.0732465613134366,0.002937428945708395,0.009396742761184932,0.002805001636904481,0.003993073473831935,0.010571395459596195,1.1210475024401572,0.0035321169363503394,0.012181385203412828,0.0034113715414503766,0.0024028102259213376,0.010093777659960852
Longit_batch1_14,0.9464496127221868,2.8291043655679114e-4,0.009017088096271442,0.005873098734019723,0.021209027759138743,0.0022277911348868125,0.05109806867644655,0.11121188410294051,0.003858521471561065,0.02296607634707361,0.0032476181385196787,0.004515599326362551,0.014624540634131204,1.2859609284381706,0.06222391891885378,0.19455395952879684,0.05911054318092375,0.05383411953397614,0.2107141848479668
Longit_batch1_15,0.7941002725088524,2.8504474425909243e-4,0.005937120157674145,0.00655612671091387,0.022160052690862662,0.0010281414378596268,0.042683363122635466,0.053713118163005044,0.0025903072145266907,0.011518705278798277,0.0016975799427329675,0.003977291897037022,0.007366163147324674,1.5451051007518828,0.013694101678165338,0.04584699389773479,0.017011564284528848,0.017563338084018443,0.07224069090595661
Longit_batch1_TQC04,0.5419411838714668,2.8310484991715185e-4,0.007758450035907289,0.0047277613026554515,0.016262458673350914,0.0027033237076765208,0.043079600924032554,0.055628942226905606,0.0026601521069627323,0.018722014824687893,0.002383066691240966,0.0038861885270052043,0.012683525562413978,1.2694624919705575,0.04500795203192617,0.08687158498358495,0.024455983396286584,0.0424934719287348,0.12126525497221163
Longit_batch1_16,0.5896168661609094,2.2246567849946362e-4,0.004774525427381008,0.0050110222241162685,0.017640066191978866,0.0011267896889737138,0.03457327822029784,0.061114222171375375,0.0020835500384219917,0.014787731566783107,0.0029293968576840205,0.003695116507761628,0.009768889271728136,1.3042915226364542,0.010856065522900513,0.03469878078002738,0.009911644858620483,0.011439964986703651,0.04398782432889499
Longit_batch1_17,0.8142426638615582,3.0224082007848744e-4,0.006749187541285224,0.005421805339554188,0.021510252023401528,0.0028293651238962304,0.032087364037308656,0.0728041918416776,0.002707648773117368,0.012545567495479073,0.002595105592995449,0.005154382424249006,0.010688135993929468,1.2416999190569173,0.03596093734823307,0.1127391450769368,0.03227451485170427,0.03157363415137037,0.12906852823791545
Longit_batch1_18,0.8422593882338276,4.1997428731361456e-4,0.00837091344503603,0.004870116885211717,0.01810007999120499,0.0016660174995590858,0.03517915114830673,0.08204176967364633,0.002821932449561925,0.013778361534383072,0.0020183166056685262,0.0034734520031316544,0.023660891376380208,1.341186035786355,0.03560997397503067,0.11913578891801294,0.026482727495759785,0.027681032317335496,0.13352893825448975
Longit_batch1_19,0.9241565757804676,3.5824867291084193e-4,0.008152861361863818,0.005950466989725338,0.01979672447988774,0.0010314412772472476,0.06163674733069462,0.1456888135864614,0.0035403935255135877,0.014205145430464252,0.0015791720312575905,0.002810810594597754,0.014103202180082658,1.502558625943807,0.03404674666521604,0.11438453145071849,0.0315528562850308,0.019895133584788182,0.0953771712903949
Longit_batch1_20,0.5096238495092135,3.460926633022489e-4,0.007997221509078842,0.0035418420418334103,0.012861456735094399,0.00276414067283613,0.034554683758179015,0.05539732023640642,0.001482545133815568,0.006871949712915257,0.0014650458905422611,0.0026445228580134856,0.008432707115687664,1.063681129049653,0.07956182264789124,0.17501630507849616,0.06083643203808394,0.0600987937914695,0.19901779609463754
Longit_batch1_PQC 04,1.0226326915474657,4.4729763518780446e-4,0.013046599676129695,0.007154862605575618,0.030187197688622252,0.002484337201091855,0.05772177517894439,0.09664654040134193,0.00408343683148256,0.0170456410060911,0.002715692850230582,0.003158886691804013,0.014963913710120794,1.536160644244385,0.057173952972678674,0.15572093084172453,0.04925035139686331,0.038061393340758115,0.14817722511612771
Longit_batch1_21,0.8963121429661474,3.9648131106465956e-4,0.010717001420905476,0.008165578273846329,0.030598282242631992,0.0022813547340597897,0.04557845863092698,0.07311417354918302,0.002248333982342036,0.014947897686368729,0.003023251486683881,0.0046316291801386696,0.008608225966203871,1.2748981189227693,0.05358618592210284,0.1719793061235381,0.04952234892376292,0.047456344962096504,0.18651713005779808
Longit_batch1_22,0.8485593455242784,3.7227793574368915e-4,0.008292285686671534,0.004200945025969132,0.01542177169146154,0.0027197209338161196,0.043788655147756025,0.08667097587931297,0.0028457477361440637,0.017519798566297998,0.002037425568794333,0.0024356384115836204,0.014022141173615095,1.2816637096834491,0.05954644965095015,0.16615085292751797,0.05006181152938815,0.034739328599938946,0.15117251607994978
Longit_batch1_23,1.0616988727438417,3.3552490094956297e-4,0.011501257586091539,0.00584685798837925,0.023163795457648507,0.0015140118396964684,0.054619803485902535,0.0995231668578568,0.004927334464668904,0.008377679495497307,0.0015621140816811736,0.00264989839713153,0.01933784639091978,1.3993594656507689,0.047249759447703266,0.11300889365920135,0.03263881051344956,0.03533319467025237,0.16777094544126334
Longit_batch1_24,0.9059581275218713,3.9165407999498044e-4,0.008799291277722403,0.005776455187030453,0.024721376370079217,7.325802221517364e-4,0.04175092148214661,0.09297169131167413,0.003145248967913284,0.00874650994996946,0.0011852396325859734,0.0017750177806448006,0.010073328628262464,1.2789214505308253,0.018697081865851416,0.05565924107040889,0.017683793427415488,0.013146045868121287,0.06112634667045045
Longit_batch1_25,0.547884128003333,4.409562749082159e-4,0.008631908795826442,0.003908655830354531,0.014681076339234655,9.442835839342006e-4,0.053805287437391616,0.056954550201962766,0.0019966406770926043,0.012496018716991103,0.0028257076078457345,0.0038617462576092864,0.007408964668547989,1.2402119462878556,0.031779542487931946,0.09174524994153842,0.022888594973892198,0.019514016523985087,0.11719628308676255
Longit_batch1_TQC05,0.8511162581105196,3.359061717855551e-4,0.008120807037068285,0.00393090783613819,0.015861864357231515,0.0029951290027041026,0.03691329294324818,0.04546949903752172,0.0025405515264490526,0.013435108979228673,0.0021499153135788656,0.0035189824654860784,0.01055386765110789,1.2250872974023588,0.038830845198886875,0.09939707017930575,0.024828883763873655,0.04213041562032301,0.1096547421668764
Longit_batch1_26,1.2774005693143518,3.197971983801072e-4,0.008365259343188226,0.00564491184398628,0.022928828997301132,0.00945468721007237,0.029490064182782546,0.07420290360345295,0.0026181400986447687,0.01861575470037154,0.0022357014400520405,0.0036313033919352948,0.028522636778276055,1.3547718309480667,0.1738612834727662,0.43864276812639863,0.11586239808349201,0.1668922873994574,0.5281052783664865
Longit_batch1_27,1.0136561527452084,4.7162122087985296e-4,0.011724547679192843,0.005005917261153047,0.019366759825952054,0.008916673550091153,0.03761921366925243,0.10309403422287668,0.0036980625352231347,0.030532425447990855,0.0022336357726642953,0.002689457746783555,0.03788286391689288,1.1676365638487054,0.41521789842620377,1.2348943267619557,0.3662493144865254,0.47046811966546564,1.4309675269843245
Longit_batch1_28,0.9514597883537662,3.188270526686463e-4,0.008901647657195845,0.00501977396990108,0.01668971212286517,0.0011742256687090826,0.04292992598201442,0.07588442522206942,0.0033349255595134563,0.008277414513087802,0.0025727219085300325,0.0037013723270709364,0.010941049067780628,1.5611884983257864,0.009510364709077039,0.02915602630191799,0.009447849343946874,0.009607751877195423,0.03608980475719796
Longit_batch1_29,0.7276645479754866,2.83449900319669e-4,0.006884139779070445,0.00514265118141779,0.019495487151576327,0.002471173828669204,0.03713134504403601,0.10274944835136453,0.004708712281574775,0.006200619068782886,0.0017342962212709998,0.0025626920471428075,0.013688729366009919,1.1852008706671868,0.020235496458975228,0.05799486221405094,0.017579064243213403,0.01974743933880501,0.067651295588156
Longit_batch1_30,0.9508316817542994,3.91879412839849e-4,0.010520689793077584,0.005703441122446044,0.019768089478233008,0.0014055753279521568,0.04646564816337835,0.1178242904844187,0.005618131626334705,0.006133105194815384,0.0029832424052249357,0.003180792274272292,0.0077180807243888054,1.4640308110843887,0.009219828947775352,0.03148533863683853,0.00777397144313425,0.005594452502754564,0.025607971131264975
Longit_batch1_PQC 05,1.0226326915474602,4.440012145869645e-4,0.010539056066096902,0.005080416293451555,0.020040316615177464,0.002505721646164672,0.04791815912383851,0.08642782360656322,0.004079832718444254,0.017701648006947537,0.0022354839679472357,0.0031766454978734036,0.014507226489530994,1.4856852740169462,0.049838799794639496,0.1561234445016896,0.044630553643408254,0.0365221186385117,0.14817722511613274
Longit_batch1_31,1.2152116373916464,3.689500202957451e-4,0.011584140538288476,0.0036049690043981307,0.014580253951258577,0.0016144560832599584,0.05071041402086814,0.10061645255766292,0.0033443054117597276,0.013210679561107838,0.001958719275380435,0.0029172907887858126,0.010142895448397308,1.5184754223817565,0.02541795832248884,0.09406138395889128,0.02346499986273688,0.020011937234837407,0.07425887513575924
Longit_batch1_32,0.9410174673264752,2.7495030407576927e-4,0.007163946293882692,0.004166574485629643,0.01366086479523414,0.0017909955618228548,0.03379990172442455,0.05986570828931964,0.003515686941927697,0.015975516840312835,0.0016335659161020645,0.0027893984594975665,0.01187901925470137,1.0239343139281882,0.04585368214635994,0.13343722253309023,0.04508591148569561,0.030394603158153868,0.16477838741737585
Longit_batch1_33,0.750956567367843,2.7973163144877876e-4,0.005871365062765605,0.003926450428784005,0.013317633332610981,7.922164414558652e-4,0.03730605316730355,0.08132329910016015,0.0026347512050173944,0.0054514036237307585,0.002341065830010316,0.002070770221348832,0.009693353208320475,1.2663710706746834,0.008389279169044458,0.030765451581909534,0.00843796488237207,0.007698454216240139,0.03359431093996344
Longit_batch1_34,0.8948146926423229,2.564217828352824e-4,0.005123234372920065,0.0051206961576693195,0.019919309952855065,0.003180550965486693,0.028803593354459603,0.05342896701461086,0.002818382084947346,0.01096644871797518,0.002205750417646372,0.0018118033587566655,0.01582325537044013,1.130751226905002,0.019561536774145166,0.04999484344356792,0.013665538641256386,0.023322577932519992,0.06370820586768311
Longit_batch1_35,0.7956152159482099,4.050043561651325e-4,0.009066140825134923,0.0070189737603224235,0.027372576677145523,0.004011123117905883,0.05017700416899843,0.11490431548702623,0.005354320998360621,0.011724355936394521,0.002586792387362062,0.0029481759900126534,0.012834991755962465,1.4689058421566767,0.048029082462644576,0.17458310677245667,0.040034227924431474,0.033393186878353597,0.1471687192628727
Longit_batch1_TQC06,0.6545924351030554,2.970519497208702e-4,0.007086299614906062,0.004891684303272874,0.018597613715471688,0.003598758002975336,0.05254161430765545,0.06039322907160232,0.0031632985649025043,0.016634336508458317,0.0024382757108146556,0.002627493057142292,0.013754183639515544,1.369437335552939,0.041921575725816417,0.11708495724381444,0.023666516493089335,0.04235144888964232,0.12215831004312977
Longit_batch1_36,0.7319193724329421,3.912380300128956e-4,0.012664008810771166,0.004347437071023181,0.015431511497119441,0.003521501807880767,0.03378689162514872,0.05524652285644065,0.003502049919129278,0.015009388181793464,0.0022690268314892715,0.0021726594091260576,0.019511134811218602,0.974569343142873,0.06085278565155605,0.2134555336429646,0.05194803167176858,0.04430046321166638,0.1926306857727588
Longit_batch1_37,0.8965621050066863,4.272936734494806e-4,0.008737739786837714,0.0057847470611614125,0.020509710363668176,0.0027876223080064767,0.0680142349110682,0.10599454672612243,0.0045381294608328095,0.007939677588719322,0.0034139775099974842,0.002737202575722854,0.013190812065506801,1.7844114482585738,0.007286962069039243,0.026310680019588167,0.006055296757132031,0.008209196177424043,0.02669674133160608
Longit_batch1_38,0.8478049777607441,4.2452839268946544e-4,0.010088125046467169,0.004496224236506751,0.019033127181598924,0.0017924625172534361,0.0328876926562071,0.08662653741209626,0.0031629839300666932,0.014907373707219361,0.001335257227286876,0.0014214037999957139,0.019714450928248008,1.2087975509879416,0.15515529345001247,0.6826778370446391,0.2291683762048907,0.14811430703305112,0.683714662334348
Longit_batch1_39,0.8558659900359631,2.468929936585324e-4,0.009431691319092928,0.004997611578208348,0.017941076793321846,0.0046500335847424554,0.04651647112384155,0.1492259185004925,0.0053494389160205595,0.012515093561427762,0.0011187576287505752,9.59347275319349e-4,0.011257696946322676,1.2831155963417191,0.08283674834876129,0.24385266236635889,0.0643960150583236,0.07226216898736196,0.2583436095765271
Longit_batch1_40,0.6923538050876731,4.021322796274407e-4,0.010569321181141674,0.004374800833427211,0.01743460095305605,0.001360839875230818,0.037204147347280926,0.12518787227446074,0.004579728273064307,0.004616449403236954,0.0017996066300863924,0.0018563697762034293,0.007173678309486405,1.134023278176356,0.016397527308460395,0.0551519004910321,0.017694385873714233,0.011904033024651421,0.045880821323327624
Longit_batch1_PQC 06,1.0226326915473922,3.788785484178794e-4,0.011312665506001535,0.0070578029980212734,0.0217860369826542,0.002410242537234047,0.05628204026263779,0.09089105476677378,0.004078619614935304,0.016140446847032853,0.0033460462182084865,0.00345988261341915,0.014763828796756895,1.259371175331877,0.054698595509221626,0.1550034919307043,0.04808190298871492,0.04153149025378694,0.14817722511612838
Longit_batch1_41,0.9135627385245684,3.960918215925648e-4,0.012224024599335786,0.006770804422934341,0.03340446781304192,0.0031748572316547684,0.03206997232229857,0.09470140309578529,0.004037947373666318,0.02543708233862077,0.002736968905982207,0.003637736473748652,0.01990937226270785,1.3841910803167254,0.14766170501935275,0.595538861804304,0.17799796338645013,0.13566885761766292,0.5832717201323943
Longit_batch1_42,0.6793778550758867,2.9079706799100294e-4,0.006906306011237507,0.0036281056835580834,0.014042547672644992,0.0013908722867903816,0.02866770948932739,0.08130706430624195,0.0031649535460136252,0.004729527104382971,0.0016712778499647712,0.0019192543578758494,0.010185316872845886,1.3203014139979017,0.011570870039988064,0.032814227219292225,0.008561886844817276,0.007886742672313214,0.029102007622166286
Longit_batch1_43,1.0627497061977658,5.17203011776378e-4,0.008908966072782538,0.004693762012061112,0.016945580532239053,0.0015477635743971023,0.05184796148127445,0.11451174270281447,0.002826207326715176,0.012712418084609252,0.002247062155454175,0.00266817642716524,0.009371038732306478,1.145080179484094,0.030746483987622673,0.08126345067921002,0.022012314191511756,0.02010674310372677,0.06209120707594244
Longit_batch1_44,0.6376682663812693,4.614951787645617e-4,0.009455265849866135,0.0027850715470480497,0.010238959867260363,0.0027819522921013052,0.04751720944414715,0.05299257811762964,0.0019170222830170655,0.010030527618197537,0.002776247797339438,0.0033484761130930484,0.008634123405895758,1.0898535974474652,0.08156754077587357,0.22160579528939983,0.05684807736036817,0.05163725500338862,0.22392867189606394
Longit_batch1_45,0.9007248670541594,4.773011809685364e-4,0.009419899816390544,0.004308509719968324,0.015265042231879817,0.0020363236066612976,0.0705230699622159,0.09786503382563491,0.0026001689087234918,0.017665985282249788,0.00202528885543652,0.002116917720460582,0.028202582908995806,1.7096774384731437,0.07858876823349814,0.30388834765225625,0.09105284981275466,0.08952634196085596,0.29284279343285124
Longit_batch1_TQC07,0.6410257213156573,4.162384777311166e-4,0.009221485941279788,0.0042711203285825065,0.016245475394973383,0.0031794889674681744,0.05404944398580159,0.05965543154821007,0.0026717951320019756,0.011777106150835414,0.001983777966024066,0.0029698267031103864,0.015731997299058373,1.256796579204117,0.036110105987032105,0.10252835147594683,0.020529456156661945,0.04163074695547903,0.10891145088313778
Longit_batch1_46,0.6573432821888809,2.7276834778608325e-4,0.006204340040739482,0.0050771243215314244,0.019686836472274965,0.0025063885068831748,0.032540661283502664,0.06578578933165946,0.0033625769714588573,0.012647205911597993,0.0016443214337784784,0.002690170819172598,0.01710979626164538,1.1874912847214356,0.032776531770287116,0.07180536973156797,0.029140191506481183,0.03826790977690466,0.08904818501871078
Longit_batch1_47,0.7505604280399255,6.045292256496885e-4,0.008614455998993282,0.004734822602304765,0.016137914516265405,0.002365466619656272,0.03440091929793992,0.10055678835217252,0.0028368099408689913,0.01537467347907556,0.0018522602911281972,0.002854443853356901,0.020995154779287227,1.450186626297565,0.059869146059185044,0.16850900060214163,0.04965822454878004,0.07709567819217365,0.1714266154259917
Longit_batch1_48,1.029355292824605,4.2992473349352025e-4,0.012558174548265948,0.003969730921403331,0.013544346632583373,0.0026710492426954445,0.060092744637588,0.09832675682779327,0.002917721919258576,0.01601075976231316,0.0031657945368045583,0.0037454925645090714,0.01919956551203957,1.5188244449702062,0.11044803578277262,0.35160795742639894,0.11463683157644067,0.10000765310547365,0.377819291134478
Longit_batch1_49,1.132020094968932,4.7541802091160477e-4,0.012651636332249151,0.004355703896708774,0.017851950129375214,0.0017430564277661387,0.06085380867293438,0.09023184205791063,0.002909374771731232,0.01501461891453566,0.0025624000133508892,0.0032570853968050414,0.024229261933035245,1.5280115169665711,0.08519978865977816,0.2716310132190606,0.0963233684925762,0.07296056394076113,0.28813945906899024
