analysis_id,qc_type,CE 18:1,CE 18:1 d7 (ISTD),Cer d18:1/16:0,Cer d18:1/24:0,Cer d18:1/25:0 (ISTD),LPC 18:1 (a),LPC 18:1 (ab) d7 (ISTD),LPC 18:1 (b),PC 28:0|SM 32:1 M+3,PC 32:1,PC 33:1 d7 (ISTD),PC 40:6,PC 40:8,PE 33:1 d7 (ISTD),PE 34:1,PE P-16:0/18:1 [-FA-HG],PE P-16:0/18:1 [-FA],PI 33:1 d7 (ISTD),PI 34:1,SM 32:1,SM 34:1,SM 36:2 d9 (ISTD),TG 48:1 [-18:1],TG 48:1 [SIM],TG 48:1 d7 (ISTD) [-15:0],TG 48:1 d7 (ISTD) [SIM],TG 48:2 [-16:0],TG 48:2 [-18:1],TG 48:2 [SIM]
Longit_batch5_28,SPL,848929.06,228061.56,57585.21,1214654.8,1479323.6,524075.5,4539731,1980775.8,62549.17,2456056,4978610,3210253.8,85317.766,43862.195,199817.02,19685.879,25070.916,27727.809,61873.72,3657592.3,35454496,579726.5,2742663.8,11522788,1218119.9,1365416.4,2696930.3,2025868.4,9257508
Longit_batch5_29,SPL,789085,204729.33,50985.887,2213012.3,1553343.5,828809.6,4598760,3138103.3,79176.945,2106163,3849270.5,5146527.5,137237.72,30446.832,195698.78,22746.055,29890.375,24228.07,87776.11,2095399.5,34640356,566748.5,4589596,16678729,908300.4,1107722.6,5481116.5,2397335,15864765
Longit_batch5_30,SPL,1392963.9,327717.7,71940.21,1576634.3,1560307.9,1157629.8,4542960,3570441,86775.46,2685015.8,4019493.8,4593340.5,161356.66,37686.51,148729.02,30290.488,28146.566,27391.686,53053.77,4456691.5,46067970,507072.2,1173601.1,3644809,1514549,1863448.5,1478449.1,1738823.3,5812449.5
Longit_batch5_PQC 41,BQC,1227356.3,248297.22,60090.33,1633583,1367841.5,1315468.4,4584435,4623489.5,94338.9,2043257.6,4300769,3733945.3,133457,38957.23,130902.805,24862.023,29391.459,33488.742,81597.37,3265688.8,38840164,620617.1,2069894.3,7351569,1476252.3,1792624.8,2105926,1736597.5,7650210.5
Longit_batch5_31,SPL,1271529.4,245839.86,72884.055,1747360.6,1525027.9,872283.5,4953420.5,3370931,66736.23,2924653.8,4047751.5,5770939,126897.95,56206.758,159995.02,20706.078,21509.223,27199.736,70852.55,2136994.8,38217070,544098.94,2808336,9335829,1245359.8,1414240.5,2360422,1916830.5,8074012.5
Longit_batch5_32,SPL,1135319.5,381679.16,53677.688,1578002.8,1622708.4,1167317.4,4898281,4876014.5,60060.777,2007747.3,4729111.5,4364887,185593.36,44581.79,106571.1,24073.695,25902.465,26197.566,76503.71,2899602,39074370,520554.03,1253159.3,4161146.3,2203943.5,2645675.5,1370218.5,1952832,6089794.5
Longit_batch5_33,SPL,1772485.1,389218.25,59939.867,1806454,1448087,1160294.5,4378842.5,4549859,58458.176,2767356,4057908.8,7134136,224915.5,30557.914,69218.984,25933.629,20545.395,23662.018,65230.605,3719048.5,41112212,474438.84,657291.3,1975245.8,2240054.5,2910669.5,782778.1,793712.1,3187487
Longit_batch5_34,SPL,1137099.4,307950.88,45482.324,1205801.1,1469849.9,1111024.8,4503934,3125631.5,78945.016,1511605.1,4494253.5,3488251.8,131680.53,44713.688,113461.4,22333.328,24375.725,34688.594,66876.35,3373102.8,32106334,526483.4,2478444.5,8409592,1404036.3,1662215.8,1985073.8,1421628.4,8508651
Longit_batch5_35,SPL,1325869.6,306949.03,73080.484,1773508.6,1552387.5,1659672.9,5292725,5956271,66298.29,1604938.1,4468200.5,2811333,147818.77,40079.105,187681.75,32180.49,35116.168,28549.258,73942.125,3375922.8,39142204,663286.06,1820426.9,5308561.5,1747577.8,2067090.8,1716972.6,1694749.6,7894954.5
Longit_batch5_36,SPL,857741.5,247805.5,40924.203,937078.75,1476312.5,794251.75,4574951.5,3530704.8,60598.98,2373406.8,4253703.5,3583692.3,110010.38,41208.547,154056.88,22384.89,24892.6,26538.643,54535.16,1831276.8,33522042,525200.75,2501321.5,9246950,1144874.9,1534845.9,2344254.3,2050690.8,10128574
Longit_batch5_37,SPL,928657.8,231147.22,61136.867,1893679.5,1654925.4,949780.9,4406637.5,2863454.5,43620.824,1950784.1,3934524.8,4200182,136005.16,50288.664,130560.92,19672.594,29199.86,31867.533,60369.953,2559045.8,34049620,516714.2,2365778,7484978,1264312.5,1568548.6,1939256.1,996468.4,7570136.5
Longit_batch5_38,SPL,887499.2,336360.25,46179.29,1427714.4,1714916.1,986163.2,4732206,2986797.3,57572.082,1975781.5,5274055,3817953,102582.586,36399.094,118142.32,24969.656,37350.605,29534.57,55690.902,2824935.3,34735176,651215.6,1688710.5,5548590,1850634.9,2117369.3,1847295,1256221.9,5618775
Longit_batch5_39,SPL,1196629.9,327457.94,47484.875,1339531,1621152.5,719881.44,4832492,2770823.3,40057.266,2160888.3,4242260.5,3531614.3,114624.4,39228.89,146386.48,24949.723,33607.12,31991.95,54604.266,2684435.8,34870570,763572.9,1015314.1,3212839.8,2266829.3,2495472.3,1066816,886015.06,3903942.5
Longit_batch5_40,SPL,779447.94,253150.11,62106.387,1106642.6,1475327.9,731885.1,4656784,2713190,18916.873,2107840.5,4633606.5,3529845.5,93257.54,49316.08,111770.55,14749.798,19870.049,19137.783,48155.844,1514857.3,30042086,510731,1347332,4660464,1453289.6,1900982.3,1043105.25,821640.06,4161218
Longit_batch5_PQC 42,BQC,1109020.3,298287.75,62569.58,1301433.4,1686985.3,1063257.5,4435039.5,3819742,79388.125,1750452.4,3708984.5,3003674.5,128498.17,41580.58,158878.47,23273.365,21429.781,26597.96,78357.49,3015368.3,38205630,554628.7,2086591.1,6857553,1562186.4,1864371,2038517.8,1751822.4,8034478
Longit_batch5_41,SPL,967175.5,308169.5,51312.348,1550518.4,1487214.1,899943.6,4797708,3864791.3,57973.86,1956863.8,4607750.5,4059077.8,109098.98,33929.215,145066.66,14790.676,19262.973,24644.34,57835.19,1963962.3,35676936,646825.4,2697311.3,9981185,1213691.4,1642211.5,2881933.3,1899975.8,10565241
Longit_batch5_42,SPL,1298623,294333.03,82740.38,1604327.4,1498106.5,1619227,4837014,5771391,75606.21,2762688.3,3653256.5,5203767.5,201655.2,39349.8,141493.03,33710.63,35996.883,25285.244,61582.777,4638897,41837428,520394.34,1108555.8,3717932.8,1510230.6,1770341.9,1522295.3,1676401.5,5862529
Longit_batch5_43,SPL,1344473.6,313072.66,46497.89,1197274.5,1571189.9,808079.44,4595242.5,2416580.5,139855.72,2944150.3,4303634.5,4721773.5,84675.414,33816.816,138709.98,27811.408,24174.807,31210.129,96568.83,4087476.5,39602868,693265.75,3101765.5,12586902,1498691.3,2158786.5,2814370.5,1836367.9,10629393
Longit_batch5_44,SPL,1436030,302047.75,45837.594,1866433,1572800,1135476.6,4452467.5,3414635.8,53371.76,1705105,5058940,3905411.5,146444.33,46034.145,118739.234,25346.043,24379.541,35391.19,80202.08,2648957,37660664,556659.5,760522,2564233.3,2133220.3,2762111.5,783303.25,571772.7,2628770.8
Longit_batch5_46,SPL,1061352.3,352465.9,36080.133,968805.94,1358512.4,961676.6,5004947.5,2493364,39608.54,2181023.3,4665212,3374119.5,79300.44,45224.73,129264.86,16448.984,22254.746,30777.162,46330.316,2178928,25808752,620057.25,1458135.6,5723715,1741545.4,2085641,1304558.6,1351332.9,5774763.5
Longit_batch5_47,SPL,1159208.5,321538.22,45696.59,1136054,1600770.6,898880,4499232.5,3593543.3,24380.242,2146828.5,4479366,4400831,86926.86,39390.703,112730.22,12677.049,16283.136,32882.88,40576.94,1546569.8,36473130,583057.8,1079726.6,4172927,1976858.6,2337779.3,1321317.9,701044.7,4243069
Longit_batch5_48,SPL,1254775.8,387953.06,47820.113,1129416.3,1480011.1,1522504,4807843,7095363,90968.5,1697586.8,4192057.5,3642801.5,166395.84,43098.63,119271.54,32227.525,37375.066,26803.688,89425.64,2462627,40168384,559883.25,1369438,3359418.5,2063870.4,2753558.3,1052602,1170900.3,5224248
Longit_batch5_49,SPL,849472.7,271839.28,63109.62,2073434,1669007.6,543656.3,4070557.5,2212485.3,62732.043,2208196.5,4061442.8,4637817,113223.28,42520.617,122733.46,20149.887,26635.941,29366.416,43049.117,2071057,35067190,518242.97,1594531,5877617.5,1460608.3,1588506,1633614.8,1032262.75,6750796
Longit_batch5_50,SPL,930345.8,353140.3,36494.945,1430771.4,1568162.3,758232.6,4198426.5,3028598.8,83160.39,2277275,4978280,3309628.8,83125.62,38160.367,131388.8,35231.543,37330.46,32284.031,45040.184,2586170.8,35160870,587468.25,1516527.6,4109053,1891639.3,2530162.3,1280542,992117.25,4810852.5
Longit_batch5_PQC 43,BQC,1049351.8,314985.63,55293.027,1653558.1,1497269.1,1068073.3,4578769,3985111,89341.36,1850376.9,4600399,3064410.3,119782.37,43267.25,148034.39,25223.178,30466.307,26694.438,79250.75,3219685.8,38882156,542881.75,2053144.8,7798291,1438823.9,1959949.3,2189169,1923637.8,7420831.5
Longit_batch5_51,SPL,941353.6,342326.97,37342.336,1156539.8,1646092,629490.25,4253606,2132629.5,97278.85,2875323.8,4536553,4203876,88503.17,59413.48,129632.31,20884.367,25358.91,32031.24,71454.36,4277353,34697944,553982.75,2149043,7584147,1702787.1,2626453.3,1802942.4,1159869.3,5702423
Longit_batch5_52,SPL,1246134.3,341996.38,46483.254,1787077.9,1591658,1110598,4407637,3819679.8,50043.145,2137287.3,4219300,4921043.5,193116.22,44041.754,68376.88,27049.02,37396.87,34024.438,55244.984,2923856,40069532,514094.66,611497.2,1884025.3,2291323,2416621.8,780244.25,786227.6,3260812.8
Longit_batch5_53,SPL,1159450.6,400122.28,45174.223,955038.75,1604894,1271186.8,4115803,5064410,38676.47,1660232.9,3957692.8,2495431.8,142749.66,47148.875,88904.54,18841.953,18102.99,32769.445,44671.137,2886122,35704970,699717.6,461974.6,1494285.6,2395548,3266373.5,346304.84,432548.22,1779000.6
Longit_batch5_54,SPL,1424991.5,328337.7,66178.2,1273525.8,1560547.4,1637060.8,4417894,5883119.5,52032.94,1722269,4033734.5,3744103,179562.95,35752.336,109324.945,26508.303,29081.914,28422.47,124723.04,2386194,43343216,588334.25,677125.75,2462413,2166204.5,2691659,662919.56,472311.63,2606626.5
Longit_batch5_56,SPL,1351290.3,351627.1,28404.016,1000509.94,1473175.9,1331372.5,4390241.5,4283114,87158.55,1694875.3,4151341,2409753.3,187865.33,37203.41,99429.11,36370.047,40330.277,24810.867,55308.445,2347980.3,29032220,659018.06,997165.2,3372466,2167902.8,2535430.3,649345.2,640699.25,2695573
Longit_batch5_57,SPL,1245937.1,367235.34,53849.45,1465106.5,1446823.4,1898870.3,4220193.5,7021815.5,36814.188,1677635.4,3970792,3965653.5,242278.94,47484.453,105378.18,31958.63,39539.84,25530.223,94759.68,3143609,39040040,521074.56,755776.56,2373953.5,1890180.1,2238533.8,674395,538747.4,2612641.5
Longit_batch5_58,SPL,1124901.1,402423.94,61893.15,1642115.9,1395150.3,1064017,4193008,3881015.5,20501.9,1821660.9,4325419.5,2292552.5,96691.86,31528.268,103386.52,39212.96,44694.89,28965.617,45681.45,2213401.8,40205384,522882.66,343161.6,1286657.6,2242737,2770734.8,367327.75,255305.83,1335337.6
Longit_batch5_59,SPL,890520.6,282526.44,46289.26,1073422.6,1598233.5,1157482.8,4793604,4700851,30505.916,1948069.8,3373500.5,5331637.5,164725.34,42204.508,199119.19,21065.156,25946.355,31603.908,58699.152,1908915.6,36277476,515357.28,1360753,4812517.5,1369527.4,1637369.1,1205945.4,1311017.8,4933829.5
Longit_batch5_60,SPL,1186636.1,317630.84,54744.676,1844079.8,1585309,1024495.06,4589783,3955646.3,30231.338,1776801.6,4273833.5,2060558.6,121889.086,39996.41,80809.92,29715.316,44386.14,25754.809,41342.96,2560820,36834780,711931.94,443901.5,1440571.5,2278089.5,2466149.3,371157.7,335912.28,1755865.5
Longit_batch5_PQC 44,BQC,1138982.6,305518.03,55323.008,1549727.8,1455272.1,1185408,4386592.5,3774776,94448.18,1906013,4095031.5,3319462.3,126463.055,33369.414,149206.28,23796.703,24819.066,26302.3,70113.96,3580404.5,39304070,694662,2139738.8,8289604,1608957,1726716.5,2130855.3,1897898.4,8519846
Longit_batch5_61,SPL,991560,348178.5,51527.93,952510.3,1524209.6,657520.2,4316070,2707679.5,41788.16,1726436.6,4255743.5,3782807.8,124580.66,30257.559,194725.1,24271.123,27169.643,26772.316,54949.598,1758646.4,32672448,583921.25,1471169.3,4433065.5,1626746.3,2282393.5,1227112.6,1317102.4,5219407.5
Longit_batch5_62,SPL,992285.06,265166.63,49552.918,1382265.6,1737846.3,679819.7,4521177,2701291.5,179264.4,2198826,4070496.5,3648591.8,79334.29,37719.527,174594.1,16832.975,22092.088,28447.375,134831.13,3494698.8,33575570,621321.9,4134631,17560522,1213816.4,1511938.8,3957994.8,3671073,14269576
Longit_batch5_63,SPL,1079419.9,266089.7,61861.86,2167357,1680370.3,1158256.6,4659739,3483985,143161.42,1987046.3,3663679.5,3194881,113535.75,38745.043,162752.17,27291.713,30471.166,31101.936,72469.25,3537469.8,42703310,703132.06,1739812.5,5328760,1555491.6,1887140.4,1406951.8,1952034.5,6417694
Longit_batch5_64,SPL,1786906.3,284844.72,74913.664,2007705.8,1400892.5,1177666.8,4381204,6065811,94124.07,3088606.5,3301435.5,4384559.5,189912.52,40378.918,158457.97,31266.16,33258.26,26342.295,59859.645,4411197.5,42025610,495639.44,1099067.9,3689544.5,1487439.6,1779897.9,1059669.5,1028326.2,4694959
Longit_batch5_65,SPL,867564.1,217362.36,56453.703,1522437.9,1454829.1,953902,4506200.5,4517886.5,56573.563,1646755.9,3735560.5,3051514.5,127881.05,30963.299,153765.1,18198.148,24524.281,26708.322,83092.695,2306790.5,32966288,613746.94,2993044.3,10735160,1116121.3,1270615.5,2444770,2596337.8,11963501
Longit_batch5_PQC 45,BQC,1004289.1,284198.38,52360.293,1470026.6,1482452.6,976968.06,4413001,4093285.8,68512.08,2208019.8,4561511.5,3874113.3,143596.16,37314.742,150508.7,25581.85,34276.465,26219.852,73153.19,2678229.3,37823536,587611.75,2275541.8,7779422.5,1423175.8,1661190.9,1974515.6,1542416.8,8015919.5
Longit_batch5_PQC 45b,BQC,1055262.4,325120.72,54198.664,1443273,1666031.1,849594.2,4347272,3766947.3,89388.6,1952549.3,3786493.3,3630912.5,136372.58,38333.34,158970.19,20175.617,30718.94,29222.412,69420.49,2544938.8,36049290,497935.2,2217422.8,7533365,1389696.4,1724010.3,1892304.9,1653526.8,7047664
Longit_batch6_PQC 46,BQC,1052731.4,279233.6,59536.727,1746815.6,1429751.5,1067465.4,4313802.5,4617313,91635.71,2163491.5,3576602,3459885.5,154618.97,31049.777,159889.81,23858.488,29152.215,25450.266,82981.87,3235359,39444540,564086.4,2153275.5,7857514,1434742.1,1662797.1,2077758,1793913,8293478.5
Longit_batch6_PQC 47,BQC,1272914.1,249543.69,47806.758,1732302.1,1341303.1,1094274,4519789,4450838.5,100220.93,1776625.6,3911316,3843943,151371.22,33579.832,157398.5,29096.035,27467.354,25444.844,79735.48,2932040.5,38062800,499590,2152680.3,8875056,1293373,1554903.1,2227016.5,1930656.9,7804559
Longit_batch6_1,SPL,963791.06,250985.22,54813.43,1365296.4,1585750.4,892390.06,4491031,3493099.5,73231.58,1548387.6,3846203.3,3845536.8,147021.64,47538.176,186455.86,19865.023,23701.258,29166.328,72508.78,1952551.5,29226018,661284.94,3770198.5,15248769,991317.9,1562562.4,3459957.5,2237819.8,13381698
Longit_batch6_2,SPL,1125459.4,309750.13,46354.32,1159484.1,1695517.8,2347240.8,4677547.5,7287798,69319.34,2302670.5,4636369,3121216.8,147119.02,32635.188,250662.48,32993.344,35756.418,24966.314,81268.48,2080173.3,37212892,568472.4,1871964.6,7367322,1692129.3,2049955.5,1557521.3,1378543.8,7008538
Longit_batch6_3,SPL,1287246.5,266497.53,55792.59,1889717.3,1528020.9,945661.5,4617033.5,3937812.3,92533.11,1744431.5,3807686.5,1885054.9,97884.27,34416,173355.86,27318.67,28765.623,24617.768,106450.91,2550908.5,36133692,581240.8,1197292,4446086,1675230.6,2012828.5,1350571.4,1167083.5,5577363.5
Longit_batch6_4,SPL,1182359,332586.9,60595.836,1232601.3,1359181.8,1326743.6,4692213,5398455.5,38735.008,1946001.5,3741791.5,4225335.5,200792,33729.53,87639.43,32164.943,37622.99,26355.383,64290.477,2625405.3,39673504,538361.75,808063.9,3073125.8,1916594.6,2513985,794290.44,577881.75,2593667.5
Longit_batch6_5,SPL,955667.75,312835.94,47513.48,1169533.8,1732023.8,1930766.5,4410056,6112069,98237.64,1680439.8,4416874,3433201.8,199696.89,43656.313,232394.75,28690.502,33768.72,31074.748,87792.64,2066448.5,28239112,572175.5,2272325.8,8612484,1242644.6,1441872.9,1723112.8,1393347.5,6771297.5
Longit_batch6_6,SPL,1143982.9,332673.6,53181.863,1739824.8,1478779.8,1014109.1,4549682,3891914.3,29532.057,1413690.5,3737268.8,1957793.4,129174.055,44660.89,137396.33,20219.354,24592.637,30915.223,56467.484,1271296.3,40000932,578055.7,655165.56,1924296.9,1825437.9,2413577.8,701919.7,538484.8,2784944
Longit_batch6_7,SPL,953574.9,250746.36,45995.855,1171674.1,1844506.5,1560230.1,4366393.5,4943496.5,53995.05,1809590.6,3603517,2748716.3,120739.14,40481.168,278314.03,27646.79,32592.053,30782.545,51833.035,2119381.3,35398376,643346.44,2321390.5,8977584,1588104.8,1999820.4,2080289.8,1514222.6,8221544
Longit_batch6_8,SPL,938652.6,266761.38,42394.676,1489088.6,1492478.3,1159621.4,4688695,3808494.3,106515.48,2196785.8,4097655,3558552.8,134772.55,29751.4,170791.02,21924.863,24938.1,26540.318,64754.563,2855840.3,31044244,591097.56,4700318.5,17179112,1052502.4,1436267.8,4693440.5,3075707,16894910
Longit_batch6_9,SPL,1582804.3,293399.28,73997.37,2013106.4,1722692.1,1399081.9,4397960.5,6280990,138837.53,2077191.4,3524823.5,1722134.4,111198.58,35890.688,148316.48,24006.021,32856.125,27525.4,92765.81,2299970,43065910,637411.6,2676167,10336339,1761437.8,2224120,1952456.4,2531888.5,8397143
Longit_batch6_10,SPL,1440823.6,323088.4,66201.83,1839833.8,1815404.3,1346787.1,4468414,5892076,130495.84,3064247,3617168.3,4196427,186684.16,32795.777,194564.19,30068.307,38375.797,28775.354,101686.3,3841003.5,45320700,472244.38,1447399.6,4876946.5,1798330,1762582.1,1950665.6,2043884,7220717.5
Longit_batch6_PQC 48,BQC,1314295.8,303719.66,59599.387,1750631.4,1658423.9,1290400.3,4342019.5,5109446,98156.664,2044401.4,3797180.8,3719580,142619.97,33832.164,180784.34,28929.977,32992.496,25716.281,83518.56,3400292,40577764,592319.6,2494766.3,8007044,1323140.3,1695233.1,2101576,1881182.1,8020546
Longit_batch6_11,SPL,1362043.3,361291.28,67348.42,1377480.5,1591323.9,907912.4,4460979.5,3801615.3,12413.293,1714145.4,4257348,2335186.8,128054.6,61187.48,107558.31,17041.66,19432.385,24106.04,47741.2,1354821.1,32702880,486787.53,537729.75,1687051.9,1808574.4,2099212.8,456282.72,353567.28,2035197.9
Longit_batch6_12,SPL,1003614.25,268214.44,57393.344,1701337.8,1664676.1,1131896,4646611,3631741.8,32222.068,1546054.1,4425707,3213522,153367.72,35688.51,179971.34,13274.973,13569.166,27918.67,49583.727,3136625.5,31389724,559896.8,1489434.5,3953851,1055476.5,1293856,1557735.8,853374.9,4745494
Longit_batch6_13,SPL,1994352.6,433505.56,64771.676,1975239.9,1775638.8,1315512.8,4490306,4588664,48657.535,1884155.1,4371700.5,2402397,132154.47,37739.242,95716.28,25891.385,27407.92,31505.842,46877.082,3157878.8,39670370,638211.56,703649.5,2318000,1566953.6,2110602,596124.8,521030.44,2258981.3
Longit_batch6_14,SPL,1333643.4,368501.53,63325.195,1720042.1,1784080.5,1314276.3,4726612.5,3805538.5,29722.387,2114739.5,3711803.3,3159736.8,172265.2,31295.42,63438.668,30484.453,36566.504,22873.98,50314.25,2493178.5,39814740,494741.5,483338.75,1870758.6,2189769.8,2840102,442359.6,316973.25,1582052.3
Longit_batch6_15,SPL,1158302.4,327565,77729.14,2328994.3,1820618.6,768681.3,4122569.5,2833477.3,45461.426,1142226,4513305,2930115.3,171750.4,37982.258,98906.82,22177.545,25707.842,26253.42,62573.563,2097193,38266916,596655.94,1012855.75,2916637.5,1447866.8,1870592.9,991691.6,555681.44,3907733.5
Longit_batch6_16,SPL,1520151,320638.9,56095.676,1293195.8,1556005.1,1419296.3,4471748.5,3905934,105937,2065228.4,3790795.3,4285999,156736.56,36408.254,82687.555,24204.11,23393.586,23601.46,87539.555,3399557,44315212,515826.44,1001104.3,3948167.3,1771184.9,2158355,1040815.9,1099828,4081037.3
Longit_batch6_17,SPL,1538510.8,382049.75,58836.555,1461929.3,1557906.9,1177685.4,4441923.5,3622535.5,53734.383,1920634.4,3921479,2795815.5,190387.22,32599.207,58664.18,34566.297,36076.22,24544.125,44426.22,2977408.8,37850948,587610.94,584297.75,1944927.4,2210744,2552321,476522.6,341850.75,1770370.1
Longit_batch6_18,SPL,1187218.4,304869.63,73924.66,1723259.9,1697176.5,1478280.9,4399690.5,5305418.5,78994.41,1613101.4,3979397.8,2515613.8,100318.89,36062.918,121160.23,21026.168,28520.338,28887.56,41220.9,2392955,41846988,637317.94,1255318.3,4449632,1494569.8,1919088.3,1454622.9,1449676.6,5735620
Longit_batch6_19,SPL,1477132.6,377140.25,58480.527,1380098.6,1584009.9,1767471.3,4481100.5,4474743.5,49440.246,1837155,4376718,2695720,124447.85,38895.664,111435.22,17672.424,18905.459,24009.135,52805.344,3142074.5,41716628,633188.94,686993.5,2154723.3,2100924.3,2137996,530991.9,590829.4,2251056.5
Longit_batch6_20,SPL,1549662.4,425964.9,61480.21,1192432.4,1602410.6,929269.1,4494198,3079308.5,107345.38,1779807.3,3900241.8,4377986.5,145227.08,41463.72,87838.086,21430.344,19961.643,35096.508,40914.14,2917058.3,37709100,546123.2,1823082.3,5329489.5,1490063.3,1901142.3,1610260.8,1182648,6009264
Longit_batch6_PQC 49,BQC,591676.6,119584.88,65529.758,2004421.6,1587462.3,1705946.1,4495774,5766268,124067.61,2541506.8,3703354.3,3941379.5,161258.7,31397.066,155020.84,32620.857,32074.273,24879.99,88067,4621406.5,44083204,532520.06,2496905.5,8399408,1286201.3,1411613.5,2117273.3,1728341.1,8300149.5
Longit_batch6_21,SPL,1484683.3,362495.4,43167.742,1891587.3,1513431.4,887222,4252890.5,2574816.8,226226.27,1469793.6,3951456.5,1709977.3,82776.516,36470.883,85562.41,26400.742,38131.074,31111.93,87745.336,3650196.3,43313852,580905.44,1128588.4,3137610.3,1994438.6,2271764.5,869121.6,1406447.9,4517628.5
Longit_batch6_22,SPL,1493091.3,372533.44,81377.8,1671748,1551356.1,1532016.5,5016750.5,4783645,24118.402,1797981,3718176.8,2897167.5,155903.1,33245.047,123253.695,27439.996,41520.883,25616.367,66757.08,1707711.1,41121460,538375.9,643750.8,2121722.3,1957424.9,2123702.5,598680.2,406131.88,2329938.8
Longit_batch6_23,SPL,1523182.1,322890.25,68732.08,1298944.4,1432659.1,1070627.4,4772967.5,4035084,116081.2,1596777.9,4168980,2189549.3,122929.625,49484.47,173642.03,23253.313,33112.664,30110.426,57348.934,2322923.5,34008876,600641.4,1886719.9,4942452,1453560.1,1682859.4,1554395.6,3200701.3,8105138.5
Longit_batch6_24,SPL,1367013.6,389253.78,57855.355,1291251.3,1393266.1,1118413.9,4242361.5,5126924.5,49898.15,2130275.5,4627059.5,4462708.5,178882.36,39873.594,73749.08,21321.672,25688.578,27557.418,45457.45,2404055.8,37764096,482280.63,1144169.9,3238739.3,1667376.8,2110171.3,976649.75,947302.4,4215739
Longit_batch6_25,SPL,1189425.4,378317.66,47397.88,1977598.9,1658907.1,688439.6,4432021,2404627,314708.66,1474634.9,3987477.8,2443307,71927.24,31610.844,111245.37,23572.467,26988.07,38089.03,87488.73,4150016.8,43151904,616685.5,2290220.5,7094565.5,1747645.3,2382254.5,1775847.4,2216303.3,8291722.5
Longit_batch6_26,SPL,1349889.4,465228.25,55168.297,1052971.5,1516227.9,1035649.8,4239891.5,4475889,34971.99,2562577.3,4241584.5,4458517.5,158568.84,38905.832,64906.61,21318.443,25194.26,35845.027,58365.34,2427743.3,37530236,571690.7,431144.84,1327090.9,1872152.9,2397146,435038.28,357389.63,2116317.3
Longit_batch6_27,SPL,946642,402434.63,56499.48,1271863.8,1499140.8,1136833.3,4833762,3178724.3,56629.992,1779989.9,4370168.5,4908847.5,120642.07,38289.023,208927.38,14561.548,21286.314,29566.105,74810.125,2842170.3,33615100,585589.3,3633132,13784228,922396.5,1131081.3,3236273.3,2277043.8,12655677
Longit_batch6_28,SPL,1264182.3,394960.5,70884.55,923331.7,1363969,1266827.6,4487399,4226838.5,109854.92,1569706.8,4514699.5,4609336,163538.11,42066.86,141208.56,18596.23,25486.037,31420.66,73244.484,2247075.5,30177304,541068.5,2921796.3,11169703,1610979.1,2004558.8,2886911.5,1405442.8,8103702
Longit_batch6_29,SPL,1338518.4,352206.72,73312.664,1670081.3,1486697.6,1579449.4,4335481,4661023,143358.97,2341171.5,3810397,4615215.5,194680.31,33853.64,158652.48,27107.785,29145.045,28610.47,81830.62,3615932,42312228,480666.97,1198592.3,4377268.5,1797824,2431983.8,1584591.6,1472257.9,5726862
Longit_batch6_30,SPL,1134706.5,354479.25,53123.75,1637856.8,1447296.3,1500675.5,4435120.5,4754333,52437.926,1879023.5,4083204,3124232.8,116408.17,40896.445,152558.92,19298.16,22236.695,27823.523,57546.17,2270858.8,31746416,662455.3,4241866,13855335,1335981.9,1743191.1,3879305.5,1994646.4,11150469
Longit_batch6_PQC 50,BQC,1399893.6,250358.34,66269.81,1921076.5,1427721.6,1287600,4105125.5,5116934,109019.13,1961372,3814730.5,3975351,168535.38,38831.324,151137.53,22486.953,28258.637,23920.18,83880.305,4038812,39122544,510115.5,2544418.8,7881555,1208316.1,1564338.6,2137551,2132582.3,9110064
Longit_batch6_31,SPL,947372.3,341547.5,63712.523,1598394.9,1500597.8,953595.2,4437020,3360975,25899.633,1029653.2,4488978.5,2926027,151767.44,33191.42,101013.31,13300.012,15534.304,27719.963,54269.98,1928044.3,33038242,616382.8,744340.75,2233413.5,1685102.3,2081858.5,799069.75,558461.56,2907082.3
Longit_batch6_32,SPL,1381142.4,348138.88,56587.883,1244149.1,1640430.5,1595435.9,4292145,4626709.5,18337.75,1536996.1,4423826.5,2200541.3,120736.45,35881.984,100951.24,18264.516,22439.629,29767.912,55585.227,1291122.9,36331736,699810.2,676660.75,2001972,1522906.4,1914080,642304.1,548293.75,2746119.8
Longit_batch6_33,SPL,1297103.9,284561.97,70367.164,1945095.8,1566888.4,1351209,4715324.5,4778953.5,79381.03,2503845,4506725.5,5229769,167071.55,37954.42,108569.43,25342.828,34303.125,30577.738,62172.797,4493386.5,42024316,448602.6,2467730.5,8241258,1461832.6,1748390.1,2064706.6,1389928.9,7475408.5
Longit_batch6_34,SPL,1653322,380552.53,57971.406,1215773.5,1410551.4,1015734.94,4795646,3397385.3,65126.215,1795540,4070935.8,2061312.6,110698.72,36735.375,163177.81,22584.137,22297.06,28905.203,66225.945,2245813,37165480,667020.56,1022794.8,3314345.3,2405210.3,2422901,927173.75,827755.9,3956069
Longit_batch6_35,SPL,1282065.5,486262.3,58931.86,1014272.8,1596850.3,942299.06,4614453.5,4125212.3,52809.844,2083058.3,4136811.5,3772179.5,131373.11,40591.793,78365.44,27647.809,30225.332,26016.746,65878.66,3112761.3,40427604,565167.6,1211915.6,4574695,1934724.6,2463342,1216697.9,855091.44,5102214
