analysis_id,qc_type,CE 18:1,CE 18:1 d7 (ISTD),Cer d18:1/16:0,Cer d18:1/24:0,Cer d18:1/25:0 (ISTD),LPC 18:1 (a),LPC 18:1 (ab) d7 (ISTD),LPC 18:1 (b),PC 28:0|SM 32:1 M+3,PC 32:1,PC 33:1 d7 (ISTD),PC 40:6,PC 40:8,PE 33:1 d7 (ISTD),PE 34:1,PE P-16:0/18:1 [-FA-HG],PE P-16:0/18:1 [-FA],PI 33:1 d7 (ISTD),PI 34:1,SM 32:1,SM 34:1,SM 36:2 d9 (ISTD),TG 48:1 [-18:1],TG 48:1 [SIM],TG 48:1 d7 (ISTD) [-15:0],TG 48:1 d7 (ISTD) [SIM],TG 48:2 [-16:0],TG 48:2 [-18:1],TG 48:2 [SIM]
Longit_batch6_36,SPL,1322970,364323.53,61246.28,1484455.6,1455283.9,941497.6,4460443.5,2924483.3,94563.95,1803824,4173575.3,3396870,87795.164,41281.617,69740.29,20160.03,28786.92,33690.016,84183.48,3936824,43419796,547384.8,1486367.6,4176686.3,2012803.9,2328726.5,1212344.6,1153197.4,4223324.5
Longit_batch6_37,SPL,1079392.3,274500.47,48267.902,1299724,1301443.8,1052199.1,4520741.5,3110698,44072.54,1685143.4,3836067.8,4830768,117368.95,39331.008,196490.17,15578.232,18407.547,26235.764,74471.914,1884902.3,29177708,572800.2,3005730,11575612,1120363.8,1475559.3,3162371.3,1759924.6,10558563
Longit_batch6_38,SPL,1469963.4,324738.5,57860.953,1217999.3,1461697.5,954899.8,4661442,2923466.8,124296.164,1651212.5,3712408,3944722,122133.34,43555.395,108305.08,14520.405,18961.602,26136.496,67845.86,2499509.3,34418360,582609.94,2932038.3,9090672,1749317.8,2077444.9,2520404.8,2054951.8,9210137
Longit_batch6_39,SPL,1333662.3,362314.4,62150.53,1644431.9,1541574,820485.7,4692196.5,2734203.8,68247.44,2284405.5,4130596,4007851,155626.88,49887.227,94523.68,23004.404,26005.34,30163.18,46485.734,2685718,37577268,625880.56,2250459,7946917.5,1369727.1,1598239.4,1887810.3,1306146.8,6805329.5
Longit_batch6_40,SPL,1136313.8,303786.75,43802.758,1668628.1,1468399.8,1450212.1,4600390,4755709,52995.22,1809686.3,3972370.3,3558775.8,141922.42,39524.918,182150.94,19854.861,24860.406,29678.219,80403.43,2279325,33584410,539383.6,3738809.3,16762914,1042029.4,1345482.4,4372575,1776664.6,14860608
Longit_batch6_PQC 51,BQC,1461115.3,342087.66,57238.977,1384418.5,1394510,1178620.3,4041523,4252217.5,85923.34,2013085.3,3742723.3,4046340,171180.28,30144.521,151710.19,25558.855,25159.455,28642.094,74563.91,3141898,41657810,622548.25,2166131.8,7069003,1352597.5,1711112.8,1918594.8,1552829.3,5993287
Longit_batch6_41,SPL,1581072.6,449148.03,41063.53,918245.7,1764179.1,985289.2,4495602.5,3225153.8,91494.92,1399683.3,4257549,3424854.5,149769.34,39736.8,89391.96,18921.512,18356.375,26006.318,79800.2,2783542.5,37206690,715826.6,956218.56,4068410.5,2070913.4,2556742.5,1040609.9,547212.56,3021776.8
Longit_batch6_42,SPL,1130147.8,289739.9,60748.95,1430761,1908413.9,1285500.6,4437769.5,4312880,78305.234,1440005.1,3443661.8,1903646.6,140999.73,51630.98,353550.66,35279.97,39645.727,25934.385,93940.13,2927685,36824004,751726.2,3757354.8,11182205,997499.44,1180928.3,3737326,3005886,11951082
Longit_batch6_43,SPL,907310.8,316709.25,47941.188,1674856.8,1692864.4,918814.2,4301049,3655183.5,75475.25,1621905.5,4281971,3928448.5,185916.72,32166.838,154297.55,19426.62,19445.416,30541.29,50488.473,2914339.3,30502880,506746.4,2556315.5,7391108,961911.6,1231318.3,3185650.5,1093695.1,8769317
Longit_batch6_44,SPL,1549673.3,452993.2,48261.227,2286585.5,1495824.3,1254111.5,4327418.5,4732273,91701.38,1415135,4311811.5,1563329.9,177840,32246.723,105285.36,22601.69,32600.727,26132.385,62468.188,1786665.6,38873850,729001.06,560592.25,1751021.9,2104599.5,2896678.3,543365.94,534293.06,2316354
Longit_batch6_45,SPL,982724.6,298004.28,48659.492,1526060.5,1704751.9,1120493.3,4608066.5,3645531.8,36411.93,1878766,4548589,3563987.3,188099.53,39082.582,118494.3,18788.182,24378.111,33960.867,39220.863,2988635.8,33757560,645769.25,1658629.6,4065434.5,1092798.1,1427349.3,1594270.3,768038.4,5604510.5
Longit_batch6_47,SPL,1192753.8,288137.34,59291.17,1517223,1448802.9,889773.4,4183857.3,3117318.5,102234.555,2202868.3,4565873.5,6268929,126777.805,34784.453,96362.16,16846.188,24535.785,25855.621,64940.53,3215790.3,37337724,509163.94,3269974.5,10943039,1327144.9,1714128,2844349,1922599,11556594
Longit_batch6_48,SPL,1307799.1,358879.7,43309.1,1497400.9,1381986.8,844038.2,4588589,2775382.5,58918.51,2698168.5,4567029.5,3590949.3,119588.61,34508.863,71019.49,28018.15,31998.328,28575.264,43517.59,2218689,38299870,696092.06,707915,2391175.5,2107599,2655756.8,626025.8,537268.3,2679842.5
Longit_batch6_49,SPL,980707.94,282890.88,85900.41,2068133.3,1582969.4,994499.2,4199101,3808218,227941.53,1365789.3,3987397,2631818.3,155871.95,37959.973,127842.67,23680.986,35601.45,30002.12,97072.43,2858598,39375504,602148.6,4533319,15539069,1280715.5,1721622.1,4451190.5,3613094.5,16469801
Longit_batch6_50,SPL,1418067.4,438941.06,51331.844,1524888.8,1312363.8,1102063.3,4479544.5,3888583,43916.36,1659516,3978026.8,2319768.8,112244.586,38617.1,97067.96,14606.273,23264.344,27684.416,61124.91,1273592.1,33168896,668545.25,710117.25,2166161,1716931,2366967.3,650039.25,575797.06,2895544.3
Longit_batch6_PQC 52,BQC,1230929,275289.28,57649.516,1779751.5,1636153.5,1040728.25,4495580.5,5000007.5,99961.05,1913288.3,4808323.5,4259013,168507.78,29201.65,159253.55,25790.426,29170.252,27911.62,84102.48,3612367.5,41278390,528461.8,2536399.3,8115007.5,1344154.6,1980034.9,1891378.5,1875646.3,8622630
Longit_batch6_51,SPL,1803.2343,696278.9,807.6523,17121.264,1591314.8,4585.8877,3678267.3,8286.809,473.41183,5345.709,4820769.5,5958.013,24.897768,52489.082,51167.844,4.1836047,2.9646435,29903.39,305.9304,5523.5273,33306.598,817357.3,137510.81,834197,5638809.5,5067610,55543.703,56004.094,443707.66
Longit_batch6_52,SPL,1404843.3,355601.7,58585.438,1803970.9,1495633.9,1186814.6,4440089,4262628.5,61017.97,1921091.6,3899865.3,2842168.8,87247.586,40905.58,165978.27,16820.666,20601.24,34955.68,57483.387,1948320.9,36130590,603190.75,2027944.5,6912437.5,1867270.3,2216364.5,2121156.8,1734193.4,6636133
Longit_batch6_53,SPL,1287290.4,324873.06,85644.375,1719716.4,1517631.6,1040392.1,4585537.5,3346806.3,88533.59,1785194,4213271,1633034.4,82769.68,36407.863,149791.36,24860.553,29856.037,33204.77,88375.95,1776476.5,39100224,563601.75,2016432.3,6933950,1483484.6,2229618,1906112.1,1834800.9,8225936
Longit_batch6_PQC 53b,BQC,1146908,267469.84,71689.61,1842379.8,1607013.1,1233476.1,4155241.5,5060501,112491.47,2391781.8,3958554.8,3664067.8,165631.83,31402.47,155158.03,31468.406,35897.723,26081.373,82026.47,3787962.5,43252100,491197.47,2503825.8,8502701,1414943.1,1796937,2401870.8,2058614.3,9739880
